Node,ID,X,Y,Demand,Kind
0,T01,10561.07,5624.86,1.6,Turbine
1,T02,9332.22,5309.79,2.87,Turbine
2,T03,6303.11,8721.9,0.79,Turbine
3,T04,5397.47,10074.78,2.69,Turbine
4,T05,6471.68,5192.8,1.53,Turbine
5,T06,5458.9,8634.48,0.56,Turbine
6,T07,6178.61,8284.18,0.87,Turbine
7,T08,6588.01,5564.18,1.37,Turbine
8,T09,5589.19,9374.37,2.9,Turbine
9,T10,5415.1,9584.38,1.66,Turbine
10,S01,5508.75,8080.88,0.0,Substation
11,S02,6464.57,9526.25,0.0,Substation
12,S03,7204.65,9021.7,0.0,Substation
13,S04,10462.29,9710.98,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
