Node,ID,X,Y,Demand,Kind
0,T01,3633.04,1870.86,1.36,Turbine
1,T02,2761.6,1128.91,0.64,Turbine
2,T03,1089.98,10292.74,0.93,Turbine
3,T04,3337.92,8610.04,2.33,Turbine
4,T05,2083.38,10567.97,2.53,Turbine
5,T06,3560.02,2453.27,2.78,Turbine
6,T07,6129.01,10389.54,1.77,Turbine
7,T08,1773.84,9763.77,1.43,Turbine
8,T09,2180.29,10279.55,2.49,Turbine
9,T10,2575.36,1957.0,1.74,Turbine
10,T11,5798.83,10706.59,2.26,Turbine
11,T12,2571.61,1479.55,1.27,Turbine
12,T13,5188.14,10148.18,2.77,Turbine
13,T14,5736.8,11156.47,0.82,Turbine
14,T15,2686.26,7657.99,1.91,Turbine
15,S01,5781.79,5907.47,0.0,Substation
16,S02,2703.72,4660.91,0.0,Substation
17,S03,3286.18,6461.03,0.0,Substation
18,S04,1940.84,6057.32,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
