Node,ID,X,Y,Demand,Kind
0,T01,1058.93,8137.89,1.31,Turbine
1,T02,4968.64,10377.01,2.43,Turbine
2,T03,1193.0,8747.53,2.8,Turbine
3,T04,4431.82,10615.0,0.88,Turbine
4,T05,9164.7,3288.43,2.99,Turbine
5,T06,11647.54,5207.08,2.81,Turbine
6,T07,5142.02,9491.32,1.33,Turbine
7,T08,3819.74,10816.39,1.77,Turbine
8,T09,11343.81,6135.03,0.82,Turbine
9,T10,819.8,8697.08,2.8,Turbine
10,S01,6269.26,10489.94,0.0,Substation
11,S02,8528.88,3340.57,0.0,Substation
12,S03,5247.6,6563.48,0.0,Substation
13,S04,10324.2,6512.25,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
