Node,ID,X,Y,Demand,Kind
0,T01,2679.95,6784.54,1.04,Turbine
1,T02,6924.13,9181.25,0.83,Turbine
2,T03,5087.56,3136.4,1.91,Turbine
3,T04,6382.91,2545.36,1.28,Turbine
4,T05,7866.99,10070.88,1.73,Turbine
5,T06,5616.74,3222.54,1.23,Turbine
6,T07,3707.83,6903.93,1.16,Turbine
7,T08,3240.46,6728.3,1.56,Turbine
8,T09,9784.6,4412.54,0.51,Turbine
9,T10,10393.14,4592.1,1.18,Turbine
10,S01,9072.7,6546.69,0.0,Substation
11,S02,8010.8,6254.95,0.0,Substation
12,S03,6382.06,7186.67,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
