Node,ID,X,Y,Demand,Kind
0,T01,11501.64,2742.0,2.19,Turbine
1,T02,2698.2,6443.74,0.52,Turbine
2,T03,3878.49,9190.57,1.42,Turbine
3,T04,9819.84,5584.56,1.14,Turbine
4,T05,569.01,10556.96,2.61,Turbine
5,T06,10674.65,11354.59,1.05,Turbine
6,T07,9730.88,10790.84,2.95,Turbine
7,T08,11401.59,10528.66,2.99,Turbine
8,T09,11521.79,5364.56,2.01,Turbine
9,T10,10081.58,3038.56,0.97,Turbine
10,S01,9069.52,10710.5,0.0,Substation
11,S02,4432.71,5400.29,0.0,Substation
12,S03,8606.56,9382.67,0.0,Substation
13,S04,5684.86,8044.09,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
