Node,ID,X,Y,Demand,Kind
0,T01,8485.71,8329.58,0.51,Turbine
1,T02,2851.02,7135.19,0.55,Turbine
2,T03,1843.48,7648.35,2.25,Turbine
3,T04,10149.62,1339.98,2.29,Turbine
4,T05,2873.4,1671.0,2.01,Turbine
5,T06,9423.04,8836.1,2.68,Turbine
6,T07,8465.93,7652.87,1.66,Turbine
7,T08,2005.76,803.1,2.2,Turbine
8,T09,3622.42,1329.36,0.67,Turbine
9,T10,2690.03,7678.47,1.4,Turbine
10,T11,9783.62,8907.84,1.93,Turbine
11,T12,5873.25,3702.44,0.9,Turbine
12,T13,1906.2,11243.19,1.32,Turbine
13,T14,2286.18,1437.96,2.02,Turbine
14,T15,9610.93,1554.32,1.81,Turbine
15,S01,2070.42,6526.4,0.0,Substation
16,S02,7539.97,3454.96,0.0,Substation
17,S03,9768.62,2786.72,0.0,Substation
18,S04,8318.39,7391.64,0.0,Substation
19,S05,6146.35,2116.65,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
