Node,ID,X,Y,Demand,Kind
0,T01,3749.79,2776.14,2.09,Turbine
1,T02,2540.23,4111.11,1.19,Turbine
2,T03,3250.18,4040.91,0.66,Turbine
3,T04,9731.08,9554.57,2.87,Turbine
4,T05,6194.45,6457.41,1.48,Turbine
5,T06,10058.2,10245.79,2.51,Turbine
6,T07,8916.84,10553.04,1.17,Turbine
7,T08,3282.7,3733.13,0.55,Turbine
8,T09,6627.17,6028.85,1.63,Turbine
9,T10,6406.16,4540.04,2.87,Turbine
10,T11,7242.92,4942.67,2.09,Turbine
11,T12,6404.63,5307.45,1.72,Turbine
12,T13,6174.53,5016.92,1.79,Turbine
13,T14,9281.62,9318.44,2.65,Turbine
14,T15,6884.46,6030.7,1.65,Turbine
15,S01,5500.33,3812.51,0.0,Substation
16,S02,4793.92,4537.65,0.0,Substation
17,S03,2726.97,5467.68,0.0,Substation
18,S04,3737.66,4061.0,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
