Node,ID,X,Y,Demand,Kind
0,T01,8264.99,8384.18,1.98,Turbine
1,T02,2243.6,3754.74,2.72,Turbine
2,T03,2523.61,8829.85,0.53,Turbine
3,T04,8506.66,2814.73,2.78,Turbine
4,T05,4208.16,10060.79,2.01,Turbine
5,T06,3174.31,5464.31,1.99,Turbine
6,T07,11644.59,6784.66,0.84,Turbine
7,T08,10135.41,6163.04,2.69,Turbine
8,T09,4223.2,3207.47,1.47,Turbine
9,T10,9202.29,5270.62,0.94,Turbine
10,T11,4114.24,8149.03,0.51,Turbine
11,T12,7252.32,5976.64,2.82,Turbine
12,T13,1251.74,7707.45,2.24,Turbine
13,T14,4437.6,7065.43,1.53,Turbine
14,T15,11538.21,2434.18,2.58,Turbine
15,S01,11031.88,9447.35,0.0,Substation
16,S02,10814.43,7900.85,0.0,Substation
17,S03,2242.72,8242.62,0.0,Substation
18,S04,4194.24,9156.94,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
