Node,ID,X,Y,Demand,Kind
0,T01,6376.5,1898.48,0.88,Turbine
1,T02,4648.41,1955.61,1.15,Turbine
2,T03,4920.35,9740.94,1.73,Turbine
3,T04,4855.77,1438.67,2.34,Turbine
4,T05,5140.79,6306.64,1.11,Turbine
5,T06,4371.2,1568.15,1.81,Turbine
6,T07,5121.86,10013.93,2.87,Turbine
7,T08,4436.24,9431.32,0.66,Turbine
8,T09,5305.22,6883.22,0.56,Turbine
9,T10,6102.01,2288.7,1.45,Turbine
10,T11,3536.17,1900.98,1.0,Turbine
11,T12,5676.49,8118.88,2.11,Turbine
12,T13,6013.67,6242.08,1.07,Turbine
13,T14,6838.11,2564.55,2.05,Turbine
14,T15,5229.34,9256.75,2.67,Turbine
15,S01,5604.49,7229.02,0.0,Substation
16,S02,3842.31,9202.93,0.0,Substation
17,S03,5461.84,4258.64,0.0,Substation
18,S04,5698.89,4413.61,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
