Node,ID,X,Y,Demand,Kind
0,T01,5422.48,9601.15,1.29,Turbine
1,T02,342.09,4112.21,1.76,Turbine
2,T03,2848.98,1376.99,2.68,Turbine
3,T04,2681.13,7339.23,1.5,Turbine
4,T05,6727.62,8537.78,1.38,Turbine
5,T06,8646.97,2349.73,1.87,Turbine
6,T07,555.34,10582.16,1.7,Turbine
7,T08,2758.32,5334.88,2.27,Turbine
8,T09,7018.83,3905.23,1.11,Turbine
9,T10,11144.04,3598.49,2.33,Turbine
10,T11,3468.2,3842.29,0.75,Turbine
11,T12,8720.25,1573.97,2.05,Turbine
12,T13,7147.45,6509.2,0.9,Turbine
13,T14,7060.35,10807.63,2.57,Turbine
14,T15,8861.21,4807.81,0.64,Turbine
15,S01,2034.46,9193.39,0.0,Substation
16,S02,8020.32,2483.79,0.0,Substation
17,S03,5181.98,8702.77,0.0,Substation
18,S04,3832.17,6709.52,0.0,Substation
19,S05,3879.85,1375.89,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
