Node,ID,X,Y,Demand,Kind
0,T01,3692.69,6994.48,0.66,Turbine
1,T02,10492.02,1804.23,0.8,Turbine
2,T03,8588.16,9165.35,0.72,Turbine
3,T04,8858.76,1942.55,2.15,Turbine
4,T05,6790.89,7100.76,1.52,Turbine
5,T06,616.26,5867.74,2.12,Turbine
6,T07,9005.12,518.52,1.4,Turbine
7,T08,7064.55,7259.8,2.28,Turbine
8,T09,2534.28,880.88,1.74,Turbine
9,T10,7754.35,9413.39,2.48,Turbine
10,S01,6298.94,2654.99,0.0,Substation
11,S02,2391.49,1779.08,0.0,Substation
12,S03,5559.78,1526.43,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
