Node,ID,X,Y,Demand,Kind
0,T01,1478.52,9599.39,0.76,Turbine
1,T02,2706.19,950.47,2.33,Turbine
2,T03,11972.29,6608.14,2.16,Turbine
3,T04,5623.3,4632.33,0.84,Turbine
4,T05,10327.52,180.72,1.0,Turbine
5,T06,6671.4,10156.51,1.66,Turbine
6,T07,5440.09,3494.02,1.97,Turbine
7,T08,4630.73,9693.06,0.95,Turbine
8,T09,2973.24,10266.28,2.74,Turbine
9,T10,4500.31,8021.2,1.35,Turbine
10,T11,10003.75,6364.18,1.12,Turbine
11,T12,4866.98,8983.03,1.07,Turbine
12,T13,5341.91,4946.91,2.31,Turbine
13,T14,5919.32,1229.27,0.99,Turbine
14,T15,531.3,274.83,0.87,Turbine
15,S01,5269.36,5190.0,0.0,Substation
16,S02,7946.05,9769.81,0.0,Substation
17,S03,2888.41,6425.59,0.0,Substation
18,S04,5977.22,4552.59,0.0,Substation
19,S05,11074.14,1719.88,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
