Node,ID,X,Y,Demand,Kind
0,T01,11146.12,958.54,2.72,Turbine
1,T02,3543.15,2846.63,0.91,Turbine
2,T03,3551.29,3812.0,2.31,Turbine
3,T04,9797.21,4634.48,1.78,Turbine
4,T05,11394.57,1596.55,2.59,Turbine
5,T06,9948.43,5193.14,1.42,Turbine
6,T07,5424.47,5472.08,2.15,Turbine
7,T08,10826.69,1386.04,2.85,Turbine
8,T09,5239.52,5153.76,2.56,Turbine
9,T10,10619.62,4463.49,1.65,Turbine
10,S01,10091.93,988.25,0.0,Substation
11,S02,7137.92,1204.16,0.0,Substation
12,S03,5283.33,4204.22,0.0,Substation
13,S04,9300.72,1107.79,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
