Node,ID,X,Y,Demand,Kind
0,T01,6023.52,8450.58,1.51,Turbine
1,T02,5010.28,8311.3,1.51,Turbine
2,T03,5180.28,4503.32,2.26,Turbine
3,T04,5011.19,7761.72,1.47,Turbine
4,T05,3919.8,2926.16,1.05,Turbine
5,T06,3127.29,4794.65,1.83,Turbine
6,T07,5230.5,3557.24,2.73,Turbine
7,T08,4765.78,3986.19,2.41,Turbine
8,T09,5150.92,9016.46,1.04,Turbine
9,T10,5436.89,7960.37,0.88,Turbine
10,S01,5497.0,7612.51,0.0,Substation
11,S02,4598.76,4763.32,0.0,Substation
12,S03,5116.36,7512.5,0.0,Substation
13,S04,3605.47,5140.03,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
