Node,ID,X,Y,Demand,Kind
0,T01,5639.18,5722.26,2.7,Turbine
1,T02,7282.2,5270.44,1.42,Turbine
2,T03,7207.94,5024.98,2.9,Turbine
3,T04,7131.85,4324.72,1.33,Turbine
4,T05,4292.52,6284.37,1.21,Turbine
5,T06,5299.87,6106.51,1.25,Turbine
6,T07,5424.32,6398.82,2.76,Turbine
7,T08,7687.28,4791.46,1.05,Turbine
8,T09,6286.12,4522.37,0.53,Turbine
9,T10,5566.4,6171.37,2.17,Turbine
10,T11,11550.65,5752.09,2.42,Turbine
11,T12,8615.01,8173.36,1.99,Turbine
12,T13,1864.2,10829.37,2.53,Turbine
13,T14,9097.12,11153.26,1.94,Turbine
14,T15,7459.57,318.23,1.45,Turbine
15,S01,7994.63,4001.94,0.0,Substation
16,S02,7632.84,7270.24,0.0,Substation
17,S03,5206.58,8003.12,0.0,Substation
18,S04,3456.71,7908.92,0.0,Substation
19,S05,7784.71,2130.78,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
