Node,ID,X,Y,Demand,Kind
0,T01,3917.71,7527.03,2.42,Turbine
1,T02,4278.41,8823.17,2.9,Turbine
2,T03,8166.08,6400.61,0.73,Turbine
3,T04,8390.33,1137.35,2.09,Turbine
4,T05,3962.67,10534.27,1.8,Turbine
5,T06,4705.25,8121.2,2.27,Turbine
6,T07,6387.71,7526.31,2.37,Turbine
7,T08,3240.33,213.42,1.81,Turbine
8,T09,5468.32,4389.42,2.3,Turbine
9,T10,3057.11,4426.73,0.52,Turbine
10,T11,5642.57,2719.06,1.47,Turbine
11,T12,9144.66,10535.06,1.14,Turbine
12,T13,1933.25,8626.6,3.0,Turbine
13,T14,5991.92,6317.14,2.11,Turbine
14,T15,10174.38,9895.86,1.34,Turbine
15,S01,5380.4,3620.39,0.0,Substation
16,S02,8660.05,6892.5,0.0,Substation
17,S03,3950.86,7869.63,0.0,Substation
18,S04,4277.39,4116.88,0.0,Substation
19,S05,6509.86,1855.48,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
