Node,ID,X,Y,Demand,Kind
0,T01,5865.73,737.58,2.77,Turbine
1,T02,10315.26,6242.45,2.92,Turbine
2,T03,4779.59,5459.17,2.93,Turbine
3,T04,11255.6,6345.14,2.25,Turbine
4,T05,5160.34,5672.75,1.98,Turbine
5,T06,9947.74,7357.97,2.58,Turbine
6,T07,5215.79,716.08,0.81,Turbine
7,T08,4427.07,340.71,0.71,Turbine
8,T09,5719.19,5294.04,2.69,Turbine
9,T10,5224.39,1289.05,2.96,Turbine
10,S01,10886.76,2418.9,0.0,Substation
11,S02,11034.01,7226.49,0.0,Substation
12,S03,5313.07,3356.6,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
