Node,ID,X,Y,Demand,Kind
0,T01,8168.67,6980.47,0.99,Turbine
1,T02,5507.97,6858.22,1.43,Turbine
2,T03,1630.19,3542.3,1.37,Turbine
3,T04,4131.42,6437.84,1.94,Turbine
4,T05,7929.54,7084.94,1.16,Turbine
5,T06,5104.35,6939.34,1.91,Turbine
6,T07,8206.29,6634.69,0.7,Turbine
7,T08,11658.51,1458.38,1.67,Turbine
8,T09,4318.83,6859.09,0.65,Turbine
9,T10,1547.37,392.13,2.81,Turbine
10,S01,8276.88,1532.62,0.0,Substation
11,S02,7019.94,1118.59,0.0,Substation
12,S03,4988.65,3395.62,0.0,Substation
13,S04,7362.19,5852.83,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
