Node,ID,X,Y,Demand,Kind
0,T01,3457.18,2405.49,2.12,Turbine
1,T02,9538.17,2102.36,1.19,Turbine
2,T03,5145.91,6335.08,1.75,Turbine
3,T04,8523.32,3539.56,0.61,Turbine
4,T05,4395.7,3360.24,1.05,Turbine
5,T06,4774.4,6284.91,2.58,Turbine
6,T07,6386.26,3368.25,1.57,Turbine
7,T08,4373.2,6321.46,2.3,Turbine
8,T09,3872.11,2952.63,2.4,Turbine
9,T10,4993.63,6949.69,2.06,Turbine
10,T11,10155.27,8562.79,1.25,Turbine
11,T12,7048.19,8568.23,3.0,Turbine
12,T13,6729.62,2262.3,2.16,Turbine
13,T14,10508.64,10242.32,1.81,Turbine
14,T15,6812.56,4913.89,1.98,Turbine
15,S01,3624.13,10232.64,0.0,Substation
16,S02,6281.79,2756.92,0.0,Substation
17,S03,6731.87,3262.61,0.0,Substation
18,S04,9908.28,3205.43,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
