Node,ID,X,Y,Demand,Kind
0,T01,5757.03,9904.33,2.89,Turbine
1,T02,4425.41,11925.41,2.19,Turbine
2,T03,11155.35,4876.18,0.77,Turbine
3,T04,1873.22,7720.79,1.55,Turbine
4,T05,7090.56,5453.2,0.92,Turbine
5,T06,6198.02,3557.92,0.95,Turbine
6,T07,11503.92,8074.09,2.17,Turbine
7,T08,7435.06,9601.3,1.4,Turbine
8,T09,3785.7,11103.11,2.28,Turbine
9,T10,11143.42,737.03,1.35,Turbine
10,T11,11482.3,217.37,1.88,Turbine
11,T12,6602.86,9097.92,1.31,Turbine
12,T13,2272.25,3429.76,0.89,Turbine
13,T14,7351.12,11656.66,2.45,Turbine
14,T15,11544.74,6428.26,0.88,Turbine
15,S01,5942.27,3223.03,0.0,Substation
16,S02,3449.23,2598.64,0.0,Substation
17,S03,5965.25,2836.43,0.0,Substation
18,S04,8357.4,6376.09,0.0,Substation
19,S05,2309.07,1705.9,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
