Node,ID,X,Y,Demand,Kind
0,T01,2963.04,5689.66,2.67,Turbine
1,T02,2673.63,5959.61,1.0,Turbine
2,T03,4941.76,4024.37,1.33,Turbine
3,T04,4636.92,11941.3,1.96,Turbine
4,T05,5967.43,535.87,2.36,Turbine
5,T06,11979.35,9750.53,2.18,Turbine
6,T07,3884.78,5077.12,1.14,Turbine
7,T08,8860.34,4136.39,2.32,Turbine
8,T09,5518.28,6369.55,1.24,Turbine
9,T10,11373.73,3400.5,1.07,Turbine
10,S01,9654.26,2339.7,0.0,Substation
11,S02,3889.56,5375.46,0.0,Substation
12,S03,10431.17,4158.47,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
