Node,ID,X,Y,Demand,Kind
0,T01,11585.75,720.89,2.11,Turbine
1,T02,5160.43,1331.22,1.57,Turbine
2,T03,6239.32,8466.54,2.5,Turbine
3,T04,7112.92,9108.77,1.76,Turbine
4,T05,10163.03,79.93,2.67,Turbine
5,T06,9159.1,5794.03,2.48,Turbine
6,T07,5814.04,3645.62,1.24,Turbine
7,T08,5377.81,10300.09,1.33,Turbine
8,T09,5555.6,4978.07,1.83,Turbine
9,T10,8389.18,11473.6,1.76,Turbine
10,T11,9696.34,2405.53,0.97,Turbine
11,T12,8076.74,6484.2,2.39,Turbine
12,T13,5394.33,8872.01,1.85,Turbine
13,T14,3540.81,5868.83,0.96,Turbine
14,T15,2969.92,7239.25,1.56,Turbine
15,S01,5227.1,2246.43,0.0,Substation
16,S02,10427.85,3689.14,0.0,Substation
17,S03,3244.39,3087.93,0.0,Substation
18,S04,5845.29,10669.74,0.0,Substation
num_vessels,5
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
