Node,ID,X,Y,Demand,Kind
0,T01,10046.94,1684.58,1.21,Turbine
1,T02,10886.79,1706.68,1.44,Turbine
2,T03,4063.11,1759.76,1.72,Turbine
3,T04,9913.48,1008.87,1.81,Turbine
4,T05,8444.45,1658.54,2.94,Turbine
5,T06,2161.51,3182.1,0.82,Turbine
6,T07,3159.71,2108.25,1.43,Turbine
7,T08,9708.62,10296.21,2.74,Turbine
8,T09,4199.92,2476.32,1.49,Turbine
9,T10,11748.76,1048.72,2.03,Turbine
10,S01,7517.06,7236.59,0.0,Substation
11,S02,8479.12,5412.49,0.0,Substation
12,S03,9653.43,8882.52,0.0,Substation
13,S04,4893.13,4737.03,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
