Node,ID,X,Y,Demand,Kind
0,T01,10670.0,4016.97,2.2,Turbine
1,T02,7878.05,6079.9,1.9,Turbine
2,T03,9010.54,8631.17,1.87,Turbine
3,T04,8216.88,5418.42,0.83,Turbine
4,T05,6806.32,7362.05,2.61,Turbine
5,T06,9573.33,8791.94,0.84,Turbine
6,T07,10328.59,8594.73,1.28,Turbine
7,T08,8166.7,10272.19,2.34,Turbine
8,T09,4608.99,11259.63,1.62,Turbine
9,T10,11530.97,6138.07,2.8,Turbine
10,S01,6298.51,5386.71,0.0,Substation
11,S02,8131.14,6035.14,0.0,Substation
12,S03,5354.19,4421.04,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
