Node,ID,X,Y,Demand,Kind
0,T01,7606.7,8253.88,1.26,Turbine
1,T02,7413.29,317.68,2.83,Turbine
2,T03,7058.11,533.76,0.67,Turbine
3,T04,7644.19,4110.48,0.62,Turbine
4,T05,11536.42,10517.46,0.78,Turbine
5,T06,9061.43,9950.23,1.66,Turbine
6,T07,6299.68,4846.35,1.02,Turbine
7,T08,1286.6,5975.25,2.77,Turbine
8,T09,2177.58,9410.45,1.39,Turbine
9,T10,1777.82,1471.44,1.47,Turbine
10,S01,9962.49,9904.95,0.0,Substation
11,S02,5894.86,1830.96,0.0,Substation
12,S03,6907.27,1861.51,0.0,Substation
num_vessels,3
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,3
