Node,ID,X,Y,Demand,Kind
0,T01,5426.24,4271.05,1.84,Turbine
1,T02,11050.47,5649.16,2.65,Turbine
2,T03,4413.28,8268.78,1.09,Turbine
3,T04,10433.94,5445.76,1.53,Turbine
4,T05,3775.08,4056.33,1.07,Turbine
5,T06,10086.53,5546.18,1.6,Turbine
6,T07,9434.03,8494.52,2.24,Turbine
7,T08,11025.64,10448.07,2.25,Turbine
8,T09,11118.16,1213.36,2.26,Turbine
9,T10,8613.83,9240.87,1.41,Turbine
10,S01,10815.98,1445.84,0.0,Substation
11,S02,6613.22,3348.42,0.0,Substation
12,S03,4682.24,2041.49,0.0,Substation
num_vessels,4
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,7
