Node,ID,X,Y,Demand,Kind
0,T01,4869.7,2680.73,1.89,Turbine
1,T02,2138.82,5400.44,2.35,Turbine
2,T03,9497.38,10157.03,0.78,Turbine
3,T04,492.02,3764.63,1.31,Turbine
4,T05,6724.97,10105.05,2.99,Turbine
5,T06,6263.57,11531.85,1.77,Turbine
6,T07,5082.21,7337.02,2.13,Turbine
7,T08,10284.54,7558.19,2.39,Turbine
8,T09,6124.85,7404.1,1.2,Turbine
9,T10,10190.8,89.46,2.03,Turbine
10,T11,2616.37,5868.41,0.72,Turbine
11,T12,4433.8,3435.01,2.83,Turbine
12,T13,4026.09,4373.28,2.5,Turbine
13,T14,7616.84,2816.89,1.25,Turbine
14,T15,5537.49,4723.1,1.85,Turbine
15,T16,9725.56,282.11,0.7,Turbine
16,T17,7570.46,7489.23,0.77,Turbine
17,T18,7993.76,2778.12,0.71,Turbine
18,T19,7841.12,6273.58,2.89,Turbine
19,T20,11596.12,5856.69,2.19,Turbine
20,T21,560.86,6302.15,1.78,Turbine
21,T22,8899.81,3225.37,2.05,Turbine
22,T23,834.41,7932.2,2.68,Turbine
23,T24,7890.47,3205.54,1.23,Turbine
24,T25,242.89,4444.62,0.86,Turbine
25,T26,7819.49,4029.08,2.96,Turbine
26,T27,69.85,2009.43,2.64,Turbine
27,T28,6834.59,3871.54,2.42,Turbine
28,T29,10058.13,6962.46,2.16,Turbine
29,T30,7517.89,5125.26,2.11,Turbine
30,T31,4143.04,703.18,2.25,Turbine
31,T32,9664.74,11410.74,2.22,Turbine
32,T33,11381.94,6079.03,1.37,Turbine
33,T34,11046.97,3675.05,1.17,Turbine
34,T35,112.16,36.96,2.29,Turbine
35,T36,1456.32,6005.41,2.3,Turbine
36,T37,3663.85,5474.93,2.63,Turbine
37,T38,6149.82,4224.19,2.22,Turbine
38,T39,182.0,5206.11,1.05,Turbine
39,T40,8247.62,6942.36,1.73,Turbine
40,T41,6372.42,579.56,2.89,Turbine
41,T42,4259.52,6779.62,1.75,Turbine
42,T43,349.46,11557.08,2.09,Turbine
43,T44,3079.56,111.84,2.25,Turbine
44,T45,4361.73,2284.88,1.03,Turbine
45,T46,1138.99,1381.2,1.75,Turbine
46,T47,6691.22,2821.08,1.96,Turbine
47,T48,10885.72,5574.46,1.6,Turbine
48,T49,8399.76,6051.13,2.24,Turbine
49,T50,11264.13,11998.61,2.04,Turbine
50,T51,9470.76,3684.97,2.31,Turbine
51,T52,10440.03,8930.16,2.85,Turbine
52,T53,11200.3,9190.71,2.62,Turbine
53,T54,6894.34,4458.86,1.49,Turbine
54,T55,9972.39,7813.72,1.16,Turbine
55,T56,7080.67,5702.14,2.86,Turbine
56,T57,4742.44,3625.69,1.6,Turbine
57,T58,7416.84,11680.32,1.54,Turbine
58,T59,1182.15,3290.12,0.75,Turbine
59,T60,6812.79,2168.98,1.34,Turbine
60,T61,9466.73,2258.2,2.54,Turbine
61,T62,943.52,4797.91,1.08,Turbine
62,T63,7239.1,6702.64,2.29,Turbine
63,T64,6713.74,7313.17,2.59,Turbine
64,T65,2342.29,8433.7,2.62,Turbine
65,T66,441.14,2160.33,2.75,Turbine
66,T67,7114.85,8178.32,1.43,Turbine
67,T68,10070.16,10143.37,1.94,Turbine
68,T69,5216.12,8467.33,0.9,Turbine
69,T70,292.17,11877.84,0.55,Turbine
70,T71,7632.67,2141.6,2.72,Turbine
71,T72,1155.69,4260.08,2.05,Turbine
72,T73,2790.44,11860.75,0.92,Turbine
73,T74,2840.04,1326.43,1.64,Turbine
74,T75,8797.22,9004.73,2.21,Turbine
75,T76,6508.51,8690.32,2.38,Turbine
76,T77,687.5,4459.32,2.63,Turbine
77,T78,2856.41,10748.5,2.95,Turbine
78,T79,8428.59,108.66,2.21,Turbine
79,T80,11909.87,4139.22,1.4,Turbine
80,T81,5856.06,3644.11,1.52,Turbine
81,T82,6239.69,10981.13,1.63,Turbine
82,T83,169.16,5564.42,0.9,Turbine
83,T84,8790.43,10587.76,2.76,Turbine
84,T85,9777.41,9207.53,1.12,Turbine
85,T86,10767.77,11284.92,0.89,Turbine
86,T87,2779.81,6628.54,2.17,Turbine
87,T88,7049.4,7930.16,0.67,Turbine
88,T89,10912.22,1227.52,0.65,Turbine
89,T90,7654.29,686.78,1.66,Turbine
90,T91,825.36,4133.22,2.95,Turbine
91,T92,5958.42,7818.87,0.85,Turbine
92,T93,11859.2,2757.03,2.22,Turbine
93,T94,5962.19,491.78,1.18,Turbine
94,T95,2295.48,9748.89,2.2,Turbine
95,T96,4962.85,997.68,0.94,Turbine
96,T97,637.06,3188.14,2.42,Turbine
97,T98,1050.94,9767.54,1.94,Turbine
98,T99,3371.62,8934.69,1.84,Turbine
99,T100,6977.62,7647.54,2.5,Turbine
100,S01,11719.21,7399.54,0.0,Substation
101,S02,4161.89,2628.34,0.0,Substation
102,S03,9480.33,6528.73,0.0,Substation
103,S04,4207.02,10612.22,0.0,Substation
104,S05,1406.3,1435.86,0.0,Substation
105,S06,2736.07,9839.88,0.0,Substation
106,S07,1273.21,7025.6,0.0,Substation
107,S08,1142.67,6734.72,0.0,Substation
108,S09,9462.05,1875.33,0.0,Substation
109,S10,3440.35,2194.89,0.0,Substation
num_vessels,10
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
