Node,ID,X,Y,Demand,Kind
0,T01,3826.2,2752.17,2.95,Turbine
1,T02,4982.55,6675.64,2.12,Turbine
2,T03,6195.46,7968.05,1.9,Turbine
3,T04,659.11,9856.29,0.99,Turbine
4,T05,9496.42,4740.58,0.81,Turbine
5,T06,2801.9,438.29,0.72,Turbine
6,T07,922.89,8362.38,1.3,Turbine
7,T08,10973.32,8244.84,2.05,Turbine
8,T09,402.07,2381.95,2.84,Turbine
9,T10,2625.54,3642.42,2.58,Turbine
10,T11,5727.73,8478.04,2.81,Turbine
11,T12,8777.47,3154.88,2.97,Turbine
12,T13,6700.41,8600.94,1.56,Turbine
13,T14,10507.87,7888.55,2.39,Turbine
14,T15,760.01,5129.39,1.06,Turbine
15,T16,4791.49,5139.7,1.42,Turbine
16,T17,5849.99,5022.34,1.06,Turbine
17,T18,8422.92,4265.72,1.62,Turbine
18,T19,3788.05,8384.51,1.44,Turbine
19,T20,11976.26,10575.94,1.56,Turbine
20,T21,7120.94,7590.14,2.66,Turbine
21,T22,2231.21,5380.95,2.37,Turbine
22,T23,773.48,11566.21,2.26,Turbine
23,T24,10602.38,5728.75,0.53,Turbine
24,T25,1565.28,1517.65,0.87,Turbine
25,T26,1912.48,7761.94,2.51,Turbine
26,T27,1697.46,4198.34,2.05,Turbine
27,T28,266.11,10945.99,2.42,Turbine
28,T29,5167.85,11030.21,2.77,Turbine
29,T30,8326.61,9488.14,0.76,Turbine
30,T31,7792.72,5338.54,2.45,Turbine
31,T32,1468.73,11271.67,1.18,Turbine
32,T33,4424.34,4599.98,1.9,Turbine
33,T34,434.97,1176.73,0.91,Turbine
34,T35,10712.35,5169.12,0.59,Turbine
35,T36,9921.41,1221.71,0.52,Turbine
36,T37,10600.89,596.55,1.51,Turbine
37,T38,5960.16,9209.32,1.99,Turbine
38,T39,1225.06,1367.41,1.51,Turbine
39,T40,6680.82,8.77,0.79,Turbine
40,T41,9223.57,4146.03,1.76,Turbine
41,T42,6692.6,722.06,1.54,Turbine
42,T43,912.55,1009.83,2.57,Turbine
43,T44,4261.12,11026.49,0.65,Turbine
44,T45,2600.69,10252.21,2.0,Turbine
45,T46,5327.4,7972.68,0.76,Turbine
46,T47,9478.14,11749.43,1.1,Turbine
47,T48,7691.85,6373.68,1.89,Turbine
48,T49,11559.95,3187.13,1.43,Turbine
49,T50,3846.19,9366.96,2.19,Turbine
50,T51,5696.38,11181.14,2.13,Turbine
51,T52,1298.9,1053.36,2.55,Turbine
52,T53,8057.78,4280.48,0.6,Turbine
53,T54,7956.81,5853.44,1.64,Turbine
54,T55,1143.5,7894.61,0.55,Turbine
55,T56,11507.57,6750.91,2.4,Turbine
56,T57,2766.78,5854.16,2.57,Turbine
57,T58,3887.23,480.94,0.58,Turbine
58,T59,4136.57,519.29,1.91,Turbine
59,T60,2686.17,11277.58,0.7,Turbine
60,T61,270.56,7019.12,2.46,Turbine
61,T62,2334.12,4915.35,1.44,Turbine
62,T63,8843.91,5831.94,2.92,Turbine
63,T64,5049.72,9155.93,1.67,Turbine
64,T65,9169.46,7267.54,0.65,Turbine
65,T66,9271.03,9468.95,1.21,Turbine
66,T67,3362.08,6260.04,2.21,Turbine
67,T68,2933.27,7254.78,2.36,Turbine
68,T69,8358.22,165.97,2.42,Turbine
69,T70,5070.48,981.24,2.42,Turbine
70,T71,1597.58,1079.9,0.98,Turbine
71,T72,910.08,7118.03,2.04,Turbine
72,T73,6038.09,773.26,1.57,Turbine
73,T74,9230.4,5364.37,1.86,Turbine
74,T75,10577.75,8272.82,1.55,Turbine
75,T76,11569.12,5992.32,0.62,Turbine
76,T77,2114.07,2220.74,1.82,Turbine
77,T78,6418.47,11629.89,2.34,Turbine
78,T79,5425.52,194.01,1.74,Turbine
79,T80,8498.07,1752.61,2.24,Turbine
80,T81,7425.71,6444.1,2.18,Turbine
81,T82,10142.02,9428.98,0.88,Turbine
82,T83,3997.01,1526.23,1.36,Turbine
83,T84,9608.31,6749.76,2.7,Turbine
84,T85,1613.06,10276.3,1.14,Turbine
85,T86,7601.74,1281.76,2.33,Turbine
86,T87,11766.92,2834.99,2.47,Turbine
87,T88,2836.99,2537.77,2.53,Turbine
88,T89,3739.21,8074.48,2.36,Turbine
89,T90,6674.8,1308.22,0.68,Turbine
90,T91,10539.12,8820.92,2.25,Turbine
91,T92,4737.05,5692.04,2.47,Turbine
92,T93,5481.8,6350.96,2.49,Turbine
93,T94,4804.88,9932.58,1.41,Turbine
94,T95,8896.68,2141.52,1.68,Turbine
95,T96,3134.91,5059.75,1.86,Turbine
96,T97,10851.15,7124.19,1.42,Turbine
97,T98,4495.75,4972.8,1.93,Turbine
98,T99,11408.85,1710.5,1.56,Turbine
99,T100,10198.45,6977.07,2.46,Turbine
100,S01,4721.57,11221.5,0.0,Substation
101,S02,1454.18,7509.59,0.0,Substation
102,S03,4065.16,10536.57,0.0,Substation
103,S04,3123.62,1631.55,0.0,Substation
104,S05,4988.89,5960.23,0.0,Substation
105,S06,6664.77,6780.19,0.0,Substation
106,S07,9797.84,2328.04,0.0,Substation
107,S08,4637.47,10846.09,0.0,Substation
num_vessels,6
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
