Node,ID,X,Y,Demand,Kind
0,T01,2372.33,11836.78,2.18,Turbine
1,T02,98.77,5347.29,1.87,Turbine
2,T03,7205.46,6142.32,1.11,Turbine
3,T04,9778.21,10077.5,1.09,Turbine
4,T05,6854.27,8966.36,1.33,Turbine
5,T06,9089.1,829.93,2.95,Turbine
6,T07,5565.53,11807.36,0.68,Turbine
7,T08,2541.47,2723.84,1.74,Turbine
8,T09,5006.74,7099.44,1.93,Turbine
9,T10,10930.49,6712.64,0.87,Turbine
10,T11,6142.06,1905.39,2.45,Turbine
11,T12,6932.59,4210.91,2.96,Turbine
12,T13,10597.36,9297.95,1.8,Turbine
13,T14,10461.6,1157.9,1.21,Turbine
14,T15,11633.15,602.02,2.56,Turbine
15,T16,5952.25,137.38,1.21,Turbine
16,T17,1138.37,4725.18,1.41,Turbine
17,T18,5691.98,1926.38,1.94,Turbine
18,T19,1047.87,2514.99,1.12,Turbine
19,T20,699.29,1066.55,1.1,Turbine
20,T21,295.79,3055.54,1.76,Turbine
21,T22,6628.9,4617.32,0.96,Turbine
22,T23,8592.72,9037.52,1.92,Turbine
23,T24,11592.21,2769.92,1.12,Turbine
24,T25,6771.52,11252.37,1.26,Turbine
25,T26,10609.07,10859.52,0.97,Turbine
26,T27,10168.89,2519.92,2.63,Turbine
27,T28,2536.07,2383.49,0.74,Turbine
28,T29,5171.34,107.98,1.21,Turbine
29,T30,5794.65,5365.8,1.82,Turbine
30,T31,11740.92,5556.71,1.72,Turbine
31,T32,9740.59,10651.66,0.59,Turbine
32,T33,46.83,1595.26,2.06,Turbine
33,T34,318.98,660.2,0.88,Turbine
34,T35,2027.97,6868.9,1.37,Turbine
35,T36,2876.15,4419.77,2.84,Turbine
36,T37,10046.12,2091.39,1.16,Turbine
37,T38,8025.81,8947.24,0.72,Turbine
38,T39,5718.05,6008.81,2.87,Turbine
39,T40,9889.3,7152.81,1.49,Turbine
40,T41,2199.15,8507.63,1.76,Turbine
41,T42,5387.9,10445.12,1.95,Turbine
42,T43,2909.5,4025.18,2.98,Turbine
43,T44,2218.47,10898.9,2.52,Turbine
44,T45,7133.87,3134.86,2.01,Turbine
45,T46,11467.08,8498.68,1.46,Turbine
46,T47,8871.0,3323.77,0.92,Turbine
47,T48,3396.3,3549.08,2.19,Turbine
48,T49,4944.34,2880.76,0.54,Turbine
49,T50,8049.05,10610.25,2.41,Turbine
50,T51,316.46,8173.02,1.39,Turbine
51,T52,8675.6,3019.13,0.52,Turbine
52,T53,9914.96,89.0,1.74,Turbine
53,T54,9695.39,8698.27,0.83,Turbine
54,T55,5117.14,9299.71,0.54,Turbine
55,T56,7689.33,3687.94,2.38,Turbine
56,T57,3579.38,2696.42,0.57,Turbine
57,T58,8254.11,9577.25,1.45,Turbine
58,T59,1356.38,11681.49,2.21,Turbine
59,T60,2939.1,8582.99,2.78,Turbine
60,T61,9682.77,8305.99,2.08,Turbine
61,T62,7404.59,6486.31,2.08,Turbine
62,T63,1492.3,6395.95,2.72,Turbine
63,T64,554.57,9225.13,1.95,Turbine
64,T65,1996.87,9500.7,1.95,Turbine
65,T66,8391.69,553.94,2.65,Turbine
66,T67,10834.7,9635.39,0.85,Turbine
67,T68,11987.5,6889.49,1.5,Turbine
68,T69,10029.28,11431.98,0.9,Turbine
69,T70,2616.2,5934.33,1.33,Turbine
70,T71,7343.51,11019.59,2.82,Turbine
71,T72,1811.99,2996.28,2.28,Turbine
72,T73,1002.92,206.61,0.6,Turbine
73,T74,7016.38,10385.54,2.2,Turbine
74,T75,9931.1,6374.83,0.9,Turbine
75,T76,2604.57,4250.52,2.46,Turbine
76,T77,2604.51,9037.44,2.46,Turbine
77,T78,1480.98,3724.8,1.44,Turbine
78,T79,7083.38,5560.95,1.34,Turbine
79,T80,2995.0,11767.63,0.74,Turbine
80,T81,8527.26,10763.0,1.35,Turbine
81,T82,11152.06,1947.93,2.95,Turbine
82,T83,7772.12,6276.22,0.66,Turbine
83,T84,9351.33,4493.64,1.18,Turbine
84,T85,11464.27,4339.18,0.92,Turbine
85,T86,7650.87,2735.07,2.17,Turbine
86,T87,3104.18,2140.09,0.51,Turbine
87,T88,5283.59,2444.04,1.91,Turbine
88,T89,3829.16,6520.44,1.84,Turbine
89,T90,3049.66,149.97,1.49,Turbine
90,T91,7623.81,3433.64,0.6,Turbine
91,T92,6422.17,5847.29,2.3,Turbine
92,T93,4057.52,6846.34,2.8,Turbine
93,T94,4710.64,5255.53,1.19,Turbine
94,T95,3750.63,10336.12,0.8,Turbine
95,T96,2679.75,11400.32,2.61,Turbine
96,T97,8352.51,19.93,0.54,Turbine
97,T98,5395.81,9756.63,2.28,Turbine
98,T99,3424.38,8458.11,2.41,Turbine
99,T100,5486.97,7193.76,2.66,Turbine
100,S01,1739.77,6268.71,0.0,Substation
101,S02,6804.21,5902.73,0.0,Substation
102,S03,11258.71,1108.12,0.0,Substation
103,S04,8727.45,725.32,0.0,Substation
104,S05,320.5,5043.0,0.0,Substation
105,S06,1724.23,5563.53,0.0,Substation
106,S07,10750.92,2594.26,0.0,Substation
107,S08,8116.92,2133.17,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
