Node,ID,X,Y,Demand,Kind
0,T01,9490.08,5470.53,0.58,Turbine
1,T02,4767.5,11908.92,1.43,Turbine
2,T03,10314.44,1243.07,1.69,Turbine
3,T04,6023.52,5364.06,2.4,Turbine
4,T05,10642.6,9248.83,2.6,Turbine
5,T06,11845.68,11844.47,2.4,Turbine
6,T07,8535.22,9078.75,2.23,Turbine
7,T08,4353.94,6884.24,0.57,Turbine
8,T09,4348.71,2246.0,2.49,Turbine
9,T10,6135.78,1785.8,1.1,Turbine
10,T11,1390.04,413.21,0.89,Turbine
11,T12,4975.55,10597.37,2.37,Turbine
12,T13,3229.63,8696.5,2.88,Turbine
13,T14,8640.29,4259.48,0.97,Turbine
14,T15,2659.65,11078.19,1.18,Turbine
15,T16,9774.04,487.04,0.97,Turbine
16,T17,4547.85,9855.04,1.69,Turbine
17,T18,8849.24,6496.49,1.26,Turbine
18,T19,7812.59,6935.92,0.73,Turbine
19,T20,5193.42,9132.85,2.66,Turbine
20,T21,9765.82,7932.37,2.6,Turbine
21,T22,3470.35,7277.54,0.72,Turbine
22,T23,5433.22,5144.06,2.69,Turbine
23,T24,9813.69,7030.03,2.01,Turbine
24,T25,5182.52,5229.54,0.58,Turbine
25,T26,5413.54,7643.09,1.04,Turbine
26,T27,10354.6,24.2,2.96,Turbine
27,T28,7300.63,10165.51,0.7,Turbine
28,T29,8771.54,3215.52,2.67,Turbine
29,T30,9549.02,246.69,1.97,Turbine
30,T31,7025.67,10430.02,2.17,Turbine
31,T32,1471.74,8714.09,1.79,Turbine
32,T33,8923.12,3548.5,2.26,Turbine
33,T34,7998.44,4223.16,2.41,Turbine
34,T35,5231.58,4855.38,0.89,Turbine
35,T36,7204.41,10715.72,1.75,Turbine
36,T37,5820.05,865.2,0.97,Turbine
37,T38,2182.11,9136.26,0.95,Turbine
38,T39,2913.3,3854.1,1.35,Turbine
39,T40,3669.34,9337.74,1.9,Turbine
40,T41,8704.16,11921.53,2.44,Turbine
41,T42,8786.71,10784.12,2.79,Turbine
42,T43,1866.67,6127.33,1.37,Turbine
43,T44,7677.17,10233.09,2.03,Turbine
44,T45,10427.05,5427.3,2.59,Turbine
45,T46,7747.55,9911.06,1.76,Turbine
46,T47,2224.21,7885.79,1.06,Turbine
47,T48,1311.75,10436.96,2.04,Turbine
48,T49,283.11,7985.32,0.68,Turbine
49,T50,10149.27,7942.17,1.22,Turbine
50,T51,3812.53,7369.66,1.05,Turbine
51,T52,6706.27,4257.79,1.82,Turbine
52,T53,9007.32,8424.38,2.26,Turbine
53,T54,10403.2,3354.14,2.3,Turbine
54,T55,1861.02,7000.3,2.21,Turbine
55,T56,4478.0,5946.63,1.95,Turbine
56,T57,8021.26,11604.79,0.53,Turbine
57,T58,1577.83,11728.98,1.25,Turbine
58,T59,9310.84,8278.01,1.85,Turbine
59,T60,10649.75,10496.29,0.51,Turbine
60,T61,4170.58,5037.03,1.62,Turbine
61,T62,8966.86,3938.63,1.29,Turbine
62,T63,1440.96,892.06,0.7,Turbine
63,T64,6770.81,3038.57,1.79,Turbine
64,T65,741.6,11140.5,1.14,Turbine
65,T66,10355.12,11782.23,0.71,Turbine
66,T67,7425.09,6766.07,1.89,Turbine
67,T68,2152.11,6516.97,1.85,Turbine
68,T69,1848.56,11750.37,2.0,Turbine
69,T70,10482.37,2934.33,0.61,Turbine
70,T71,7282.56,6110.75,2.32,Turbine
71,T72,479.43,10427.69,2.96,Turbine
72,T73,3609.1,2502.45,2.6,Turbine
73,T74,2485.83,877.09,1.06,Turbine
74,T75,11160.19,2524.76,1.37,Turbine
75,T76,162.87,9385.72,1.69,Turbine
76,T77,11092.14,5302.8,1.94,Turbine
77,T78,403.4,2091.51,2.89,Turbine
78,T79,1841.81,144.16,1.33,Turbine
79,T80,507.81,8262.77,0.74,Turbine
80,T81,9400.31,2406.88,0.94,Turbine
81,T82,8308.88,9263.93,1.6,Turbine
82,T83,7752.97,9306.19,2.93,Turbine
83,T84,4120.32,4334.7,2.35,Turbine
84,T85,11119.45,10356.5,1.84,Turbine
85,T86,5318.23,11321.4,2.49,Turbine
86,T87,11667.27,9799.89,1.91,Turbine
87,T88,2322.35,2942.73,2.76,Turbine
88,T89,11495.81,112.69,2.57,Turbine
89,T90,2765.96,9397.3,1.38,Turbine
90,T91,7974.04,9783.35,1.32,Turbine
91,T92,3869.16,1540.93,0.66,Turbine
92,T93,4155.8,9821.38,1.19,Turbine
93,T94,1508.93,11108.92,0.96,Turbine
94,T95,9425.65,4925.39,0.68,Turbine
95,T96,5976.47,2983.73,0.95,Turbine
96,T97,1111.92,9367.96,2.33,Turbine
97,T98,11870.3,5955.8,0.95,Turbine
98,T99,6887.19,8340.71,0.92,Turbine
99,T100,1075.51,7641.03,0.94,Turbine
100,S01,7179.21,2201.35,0.0,Substation
101,S02,5988.69,6338.7,0.0,Substation
102,S03,7202.08,6980.98,0.0,Substation
103,S04,11462.27,6467.94,0.0,Substation
104,S05,3394.03,3376.17,0.0,Substation
105,S06,10342.42,11163.93,0.0,Substation
106,S07,4620.31,7103.87,0.0,Substation
107,S08,4431.35,10367.19,0.0,Substation
num_vessels,10
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
