Node,ID,X,Y,Demand,Kind
0,T01,4494.14,3698.87,1.66,Turbine
1,T02,3648.62,8020.36,1.7,Turbine
2,T03,9937.75,3109.61,2.49,Turbine
3,T04,3212.62,27.75,2.88,Turbine
4,T05,1284.42,5279.41,1.33,Turbine
5,T06,9747.08,2239.72,0.64,Turbine
6,T07,7110.49,5648.66,0.92,Turbine
7,T08,6368.58,4423.34,2.23,Turbine
8,T09,7355.38,283.64,2.15,Turbine
9,T10,5578.92,5115.83,2.85,Turbine
10,T11,5213.48,9853.68,2.62,Turbine
11,T12,1694.03,9689.05,1.02,Turbine
12,T13,3778.77,7197.78,2.43,Turbine
13,T14,3451.66,7114.8,2.15,Turbine
14,T15,10574.37,10952.47,1.7,Turbine
15,T16,8094.6,10898.57,2.24,Turbine
16,T17,63.27,161.26,1.36,Turbine
17,T18,4333.71,3247.88,2.23,Turbine
18,T19,1840.8,10263.72,2.34,Turbine
19,T20,10010.13,5149.77,0.56,Turbine
20,T21,10955.51,1466.95,0.94,Turbine
21,T22,3929.64,6929.03,2.06,Turbine
22,T23,4236.12,5103.79,1.07,Turbine
23,T24,11979.55,11234.86,1.34,Turbine
24,T25,4363.4,2742.56,2.68,Turbine
25,T26,11509.32,5389.86,2.21,Turbine
26,T27,2092.27,5509.32,2.63,Turbine
27,T28,8909.23,5783.44,1.38,Turbine
28,T29,3322.65,7427.16,0.97,Turbine
29,T30,3249.69,2076.07,0.84,Turbine
30,T31,7726.68,10574.72,1.73,Turbine
31,T32,6417.33,554.06,1.16,Turbine
32,T33,5877.41,10429.07,2.82,Turbine
33,T34,333.61,3616.88,2.9,Turbine
34,T35,4477.85,5837.68,1.64,Turbine
35,T36,5530.53,8350.63,2.96,Turbine
36,T37,6081.42,3562.88,2.03,Turbine
37,T38,9282.61,920.9,1.75,Turbine
38,T39,3146.81,10822.61,0.89,Turbine
39,T40,2922.3,2320.38,1.57,Turbine
40,T41,8375.01,10937.85,0.91,Turbine
41,T42,561.0,2069.62,2.96,Turbine
42,T43,6484.47,7176.6,0.8,Turbine
43,T44,6090.01,7373.81,1.96,Turbine
44,T45,9167.55,9844.64,2.69,Turbine
45,T46,10820.02,11552.36,2.47,Turbine
46,T47,6658.56,6225.4,2.37,Turbine
47,T48,3605.45,6031.78,1.71,Turbine
48,T49,2233.37,6101.13,2.25,Turbine
49,T50,11368.59,1141.11,1.11,Turbine
50,T51,10153.77,6654.52,2.04,Turbine
51,T52,10110.96,7176.11,1.93,Turbine
52,T53,5277.57,10599.97,1.83,Turbine
53,T54,1195.74,8381.13,1.42,Turbine
54,T55,4792.28,11811.3,0.92,Turbine
55,T56,7577.26,10321.72,1.56,Turbine
56,T57,2880.0,3482.95,0.96,Turbine
57,T58,1830.21,5358.96,2.56,Turbine
58,T59,5021.0,4323.03,1.5,Turbine
59,T60,4189.69,7987.75,0.7,Turbine
60,T61,8366.21,3799.06,0.65,Turbine
61,T62,2678.8,4626.4,2.98,Turbine
62,T63,693.69,11596.37,0.75,Turbine
63,T64,10585.44,8426.2,0.65,Turbine
64,T65,2309.26,5633.48,1.62,Turbine
65,T66,4009.82,2638.91,0.79,Turbine
66,T67,5017.61,2955.61,1.35,Turbine
67,T68,718.71,3614.31,2.75,Turbine
68,T69,10568.94,1354.65,1.75,Turbine
69,T70,3136.28,5877.11,2.88,Turbine
70,T71,8137.68,4879.0,2.05,Turbine
71,T72,5116.88,7464.83,2.18,Turbine
72,T73,10247.96,9325.88,2.69,Turbine
73,T74,1715.38,8191.25,0.93,Turbine
74,T75,5507.13,2256.86,2.34,Turbine
75,T76,714.05,6447.87,1.54,Turbine
76,T77,6217.7,3843.17,2.68,Turbine
77,T78,1970.25,9002.78,0.84,Turbine
78,T79,10409.06,7129.25,2.32,Turbine
79,T80,2257.34,5156.26,2.92,Turbine
80,T81,10891.74,6991.4,2.37,Turbine
81,T82,11514.0,9572.25,1.99,Turbine
82,T83,983.57,11008.25,0.98,Turbine
83,T84,10637.84,3466.54,1.64,Turbine
84,T85,147.89,9497.5,2.34,Turbine
85,T86,6991.86,3207.71,0.59,Turbine
86,T87,8639.79,3982.53,1.84,Turbine
87,T88,7958.88,6147.54,2.57,Turbine
88,T89,3154.05,10502.94,1.02,Turbine
89,T90,1361.23,864.37,1.54,Turbine
90,T91,4055.66,9665.02,1.5,Turbine
91,T92,6167.66,7940.9,2.95,Turbine
92,T93,3876.15,5725.81,2.47,Turbine
93,T94,8868.92,5251.66,1.51,Turbine
94,T95,8982.38,8875.03,2.15,Turbine
95,T96,2970.57,2797.85,2.02,Turbine
96,T97,7857.43,7348.56,2.06,Turbine
97,T98,10073.99,11926.24,2.84,Turbine
98,T99,7910.46,3882.76,1.06,Turbine
99,T100,1321.62,9888.57,1.81,Turbine
100,S01,11794.14,3517.58,0.0,Substation
101,S02,6622.31,5212.64,0.0,Substation
102,S03,7622.58,1101.53,0.0,Substation
103,S04,10772.17,11221.0,0.0,Substation
104,S05,9760.83,42.15,0.0,Substation
105,S06,6869.73,9850.12,0.0,Substation
106,S07,4345.57,9555.84,0.0,Substation
107,S08,6312.64,10497.98,0.0,Substation
num_vessels,10
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
