Node,ID,X,Y,Demand,Kind
0,T01,10236.76,4838.65,2.46,Turbine
1,T02,3699.13,2783.4,1.15,Turbine
2,T03,4179.0,1569.11,1.83,Turbine
3,T04,11477.53,3748.18,2.8,Turbine
4,T05,8615.15,4270.85,0.79,Turbine
5,T06,11812.66,4575.38,2.81,Turbine
6,T07,6620.37,9776.62,2.19,Turbine
7,T08,1176.46,1609.44,0.53,Turbine
8,T09,11023.71,4057.74,2.38,Turbine
9,T10,6010.95,1871.76,0.91,Turbine
10,T11,5280.34,2303.06,2.35,Turbine
11,T12,9900.38,4498.6,0.54,Turbine
12,T13,6767.41,10897.95,0.84,Turbine
13,T14,5200.44,1786.56,1.71,Turbine
14,T15,1901.54,2013.69,1.81,Turbine
15,T16,2182.55,1278.08,2.6,Turbine
16,T17,10163.33,3826.95,2.53,Turbine
17,T18,6394.94,10768.63,0.88,Turbine
18,T19,1423.25,6323.12,2.81,Turbine
19,T20,5617.61,1685.38,1.92,Turbine
20,T21,9038.65,3926.46,2.26,Turbine
21,T22,3072.28,2411.54,2.7,Turbine
22,T23,3192.45,3372.99,1.6,Turbine
23,T24,1462.12,5359.78,1.51,Turbine
24,T25,7488.7,10213.85,2.78,Turbine
25,T26,10501.38,3695.0,1.7,Turbine
26,T27,724.66,5948.08,1.08,Turbine
27,T28,3692.19,3034.5,1.13,Turbine
28,T29,10263.5,5189.79,0.87,Turbine
29,T30,1539.58,5850.56,0.91,Turbine
30,T31,3215.19,1622.23,2.88,Turbine
31,T32,10103.65,3539.57,2.44,Turbine
32,T33,9892.65,3977.61,0.61,Turbine
33,T34,6034.54,10683.42,2.67,Turbine
34,T35,1205.15,5118.17,1.41,Turbine
35,T36,7183.37,10076.71,0.88,Turbine
36,T37,9574.39,5249.75,2.53,Turbine
37,T38,3533.05,1962.63,1.71,Turbine
38,T39,10931.71,3367.54,2.42,Turbine
39,T40,1440.92,2195.06,1.87,Turbine
40,T41,2387.49,2021.73,1.09,Turbine
41,T42,751.77,4876.34,1.99,Turbine
42,T43,1957.71,6590.3,0.92,Turbine
43,T44,7306.55,9777.31,1.19,Turbine
44,T45,7346.69,10600.59,1.37,Turbine
45,T46,6070.25,836.46,1.85,Turbine
46,T47,7488.29,9347.74,2.51,Turbine
47,T48,451.84,1427.63,1.12,Turbine
48,T49,2342.45,5041.5,2.61,Turbine
49,T50,9283.56,3718.47,0.71,Turbine
50,T51,10229.55,4260.86,1.89,Turbine
51,T52,6290.13,10494.15,1.79,Turbine
52,T53,1170.18,6148.65,1.75,Turbine
53,T54,4112.84,2101.23,1.26,Turbine
54,T55,7158.48,11192.08,1.14,Turbine
55,T56,2906.96,1441.11,0.52,Turbine
56,T57,1745.54,1789.58,0.61,Turbine
57,T58,10693.95,5113.85,2.5,Turbine
58,T59,6422.31,11370.16,2.64,Turbine
59,T60,9642.46,4771.46,2.12,Turbine
60,T61,3530.8,2288.7,0.56,Turbine
61,T62,757.02,5480.06,2.37,Turbine
62,T63,9659.04,3598.79,1.31,Turbine
63,T64,11414.4,4813.84,1.48,Turbine
64,T65,6025.24,9834.34,1.45,Turbine
65,T66,10355.63,4608.15,2.37,Turbine
66,T67,5964.59,10407.56,1.43,Turbine
67,T68,9409.82,4341.89,2.77,Turbine
68,T69,6066.93,11097.37,1.7,Turbine
69,T70,10853.19,4817.83,1.95,Turbine
70,T71,3404.73,2545.16,2.43,Turbine
71,T72,3104.52,2919.7,1.04,Turbine
72,T73,9472.7,5003.55,1.81,Turbine
73,T74,11212.5,4290.44,1.32,Turbine
74,T75,11360.83,3473.02,2.97,Turbine
75,T76,7246.41,11654.61,1.38,Turbine
76,T77,9685.12,4144.35,2.43,Turbine
77,T78,6336.82,2169.76,1.65,Turbine
78,T79,3558.83,1619.56,2.84,Turbine
79,T80,4112.85,676.32,2.39,Turbine
80,T81,956.44,2044.32,1.64,Turbine
81,T82,6845.71,9939.18,0.76,Turbine
82,T83,7746.88,10828.66,2.89,Turbine
83,T84,5259.21,2678.25,1.02,Turbine
84,T85,10865.61,4252.85,1.79,Turbine
85,T86,10534.83,4369.16,2.12,Turbine
86,T87,2895.41,3321.88,2.65,Turbine
87,T88,5071.95,1507.42,2.73,Turbine
88,T89,11471.0,5132.61,0.51,Turbine
89,T90,400.05,5520.13,2.48,Turbine
90,T91,3939.28,1723.29,0.75,Turbine
91,T92,5279.78,10281.88,0.63,Turbine
92,T93,6647.46,10554.56,0.92,Turbine
93,T94,11425.28,2985.33,0.93,Turbine
94,T95,4614.65,1760.43,2.47,Turbine
95,T96,1838.82,2354.21,1.1,Turbine
96,T97,4973.11,2622.05,2.14,Turbine
97,T98,1049.41,5914.72,0.67,Turbine
98,T99,2787.2,2653.74,1.36,Turbine
99,T100,9529.21,3372.83,2.25,Turbine
100,S01,4624.81,5137.14,0.0,Substation
101,S02,6471.3,4788.27,0.0,Substation
102,S03,6221.71,3430.08,0.0,Substation
103,S04,8918.7,4878.76,0.0,Substation
104,S05,6883.67,7191.45,0.0,Substation
105,S06,3591.53,4663.71,0.0,Substation
106,S07,6692.91,6887.04,0.0,Substation
107,S08,1349.63,3609.01,0.0,Substation
num_vessels,6
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
