Node,ID,X,Y,Demand,Kind
0,T01,1101.48,3466.08,2.63,Turbine
1,T02,7361.51,4100.84,2.48,Turbine
2,T03,9725.99,9703.89,0.72,Turbine
3,T04,8165.09,4481.35,2.32,Turbine
4,T05,8181.39,3911.3,1.88,Turbine
5,T06,6345.65,2949.49,2.9,Turbine
6,T07,7389.01,3547.83,2.03,Turbine
7,T08,4613.71,4211.59,2.1,Turbine
8,T09,3693.86,1788.55,2.46,Turbine
9,T10,6596.52,7026.72,0.9,Turbine
10,T11,5993.35,1385.37,0.91,Turbine
11,T12,1840.21,10503.71,2.18,Turbine
12,T13,7025.38,3804.99,0.53,Turbine
13,T14,10665.69,10277.46,1.41,Turbine
14,T15,7771.68,4586.75,2.09,Turbine
15,T16,1361.17,11240.79,1.93,Turbine
16,T17,826.1,2746.45,1.8,Turbine
17,T18,6704.76,3365.1,1.89,Turbine
18,T19,10386.82,8136.79,1.99,Turbine
19,T20,6224.28,3361.02,2.04,Turbine
20,T21,6710.43,3096.35,1.32,Turbine
21,T22,9981.0,7224.74,0.71,Turbine
22,T23,7073.72,2908.38,2.11,Turbine
23,T24,3542.32,2344.6,1.84,Turbine
24,T25,5490.73,7315.58,0.7,Turbine
25,T26,6185.82,6597.4,1.55,Turbine
26,T27,1307.57,2638.94,2.91,Turbine
27,T28,5879.96,1622.23,1.35,Turbine
28,T29,9521.81,8297.07,0.85,Turbine
29,T30,10731.21,8139.68,0.83,Turbine
30,T31,10835.76,9976.88,1.67,Turbine
31,T32,2870.78,2054.94,0.54,Turbine
32,T33,5787.74,682.12,2.18,Turbine
33,T34,6281.43,7944.18,2.79,Turbine
34,T35,2111.61,11073.04,1.99,Turbine
35,T36,9966.11,9187.73,1.95,Turbine
36,T37,7812.6,3524.26,0.74,Turbine
37,T38,5924.3,6606.44,1.51,Turbine
38,T39,354.79,3438.13,2.77,Turbine
39,T40,5554.21,782.4,0.58,Turbine
40,T41,6027.29,3695.32,1.87,Turbine
41,T42,2068.76,10819.75,2.61,Turbine
42,T43,6881.68,7223.31,1.62,Turbine
43,T44,8695.07,9688.59,0.8,Turbine
44,T45,1818.77,10795.2,2.67,Turbine
45,T46,6822.08,2186.08,0.7,Turbine
46,T47,10432.2,7347.06,2.31,Turbine
47,T48,1534.03,10076.31,1.79,Turbine
48,T49,9037.74,9125.94,1.58,Turbine
49,T50,3559.64,3085.4,1.26,Turbine
50,T51,5903.07,7092.35,2.03,Turbine
51,T52,9820.1,7468.94,0.86,Turbine
52,T53,9559.29,7580.43,1.35,Turbine
53,T54,5960.88,8187.67,0.77,Turbine
54,T55,990.24,2951.72,1.22,Turbine
55,T56,10698.23,7727.1,1.47,Turbine
56,T57,6610.62,4260.43,2.5,Turbine
57,T58,6151.78,384.77,2.4,Turbine
58,T59,1553.63,10613.49,2.88,Turbine
59,T60,2680.8,10130.36,1.2,Turbine
60,T61,4774.12,3023.72,2.23,Turbine
61,T62,5249.48,2378.05,2.34,Turbine
62,T63,6988.24,4630.06,1.4,Turbine
63,T64,8033.82,3385.04,1.48,Turbine
64,T65,8080.06,4149.58,0.58,Turbine
65,T66,5131.89,2649.45,1.28,Turbine
66,T67,5541.35,2167.18,2.07,Turbine
67,T68,3227.68,2631.84,1.72,Turbine
68,T69,6260.2,1171.18,2.88,Turbine
69,T70,1307.26,4408.96,0.51,Turbine
70,T71,10075.32,7932.97,1.29,Turbine
71,T72,9810.35,8042.15,0.95,Turbine
72,T73,5397.39,3534.24,2.42,Turbine
73,T74,5978.64,7569.97,2.9,Turbine
74,T75,669.31,3042.28,0.88,Turbine
75,T76,743.29,3712.71,2.09,Turbine
76,T77,5638.84,1501.92,2.36,Turbine
77,T78,5386.5,3242.01,1.73,Turbine
78,T79,1419.33,3255.49,2.21,Turbine
79,T80,8844.05,8737.19,2.63,Turbine
80,T81,2071.38,10380.32,2.68,Turbine
81,T82,6002.2,4471.35,1.11,Turbine
82,T83,10035.25,9994.01,2.27,Turbine
83,T84,8303.19,4768.19,1.61,Turbine
84,T85,7087.69,3559.35,1.05,Turbine
85,T86,10340.04,7861.98,1.84,Turbine
86,T87,5652.67,7837.03,0.86,Turbine
87,T88,1763.12,3050.02,1.12,Turbine
88,T89,8045.7,5069.15,1.58,Turbine
89,T90,10147.22,9703.79,1.92,Turbine
90,T91,10153.8,6807.12,2.28,Turbine
91,T92,3149.96,3233.1,2.56,Turbine
92,T93,10455.98,8920.41,1.34,Turbine
93,T94,2030.53,11363.69,3.0,Turbine
94,T95,6686.72,4632.45,0.62,Turbine
95,T96,1420.9,3586.85,1.44,Turbine
96,T97,6258.77,7220.56,0.92,Turbine
97,T98,9174.25,10082.11,0.75,Turbine
98,T99,5916.72,3407.54,2.83,Turbine
99,T100,3302.25,2053.35,0.58,Turbine
100,S01,10535.27,10953.93,0.0,Substation
101,S02,1697.95,4651.46,0.0,Substation
102,S03,3134.54,9291.54,0.0,Substation
103,S04,1356.03,1423.95,0.0,Substation
104,S05,9497.47,3381.53,0.0,Substation
105,S06,10278.21,1616.95,0.0,Substation
106,S07,4769.47,7004.17,0.0,Substation
107,S08,7094.83,9672.92,0.0,Substation
108,S09,2368.32,8473.49,0.0,Substation
109,S10,4179.59,10298.53,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
