Node,ID,X,Y,Demand,Kind
0,T01,1606.0,9318.42,1.49,Turbine
1,T02,9271.6,5909.93,1.0,Turbine
2,T03,2485.96,9440.9,1.9,Turbine
3,T04,10612.04,2493.63,0.72,Turbine
4,T05,6789.27,6042.5,1.57,Turbine
5,T06,3013.48,9955.53,0.87,Turbine
6,T07,1062.47,6248.05,0.78,Turbine
7,T08,2339.04,7092.83,1.97,Turbine
8,T09,7842.35,5252.88,2.79,Turbine
9,T10,5993.95,6691.88,1.4,Turbine
10,T11,6581.12,5075.33,1.37,Turbine
11,T12,6185.65,7434.49,1.98,Turbine
12,T13,1602.82,6610.45,1.35,Turbine
13,T14,2946.9,9314.07,2.6,Turbine
14,T15,3029.78,4869.69,2.68,Turbine
15,T16,3294.5,5162.35,2.36,Turbine
16,T17,10306.27,3240.62,2.84,Turbine
17,T18,11610.01,3493.53,2.66,Turbine
18,T19,8148.69,4944.5,1.97,Turbine
19,T20,3090.42,4263.87,0.56,Turbine
20,T21,2803.53,5039.1,2.75,Turbine
21,T22,2712.36,4583.27,2.69,Turbine
22,T23,3477.81,4309.87,1.69,Turbine
23,T24,2115.0,5028.74,2.93,Turbine
24,T25,1156.41,7453.88,0.6,Turbine
25,T26,8927.97,4889.08,2.63,Turbine
26,T27,7421.1,4770.39,2.58,Turbine
27,T28,9005.25,5615.15,1.31,Turbine
28,T29,9932.82,2567.46,0.7,Turbine
29,T30,3037.95,5226.23,2.81,Turbine
30,T31,7822.55,5896.23,1.67,Turbine
31,T32,10082.1,2837.17,2.2,Turbine
32,T33,9163.92,4798.63,1.95,Turbine
33,T34,2245.06,3432.12,2.24,Turbine
34,T35,2061.69,9509.42,1.04,Turbine
35,T36,7142.47,4481.26,1.36,Turbine
36,T37,1983.51,2381.76,0.78,Turbine
37,T38,1348.36,7207.49,1.79,Turbine
38,T39,10630.07,2789.02,2.86,Turbine
39,T40,2115.66,2790.03,1.62,Turbine
40,T41,1659.38,8767.95,1.69,Turbine
41,T42,9526.62,5789.13,1.77,Turbine
42,T43,10390.6,3688.98,2.21,Turbine
43,T44,7128.96,5229.68,2.47,Turbine
44,T45,2653.15,7940.26,1.84,Turbine
45,T46,10949.81,2556.02,0.69,Turbine
46,T47,2787.55,10310.57,1.53,Turbine
47,T48,2337.74,7441.25,0.81,Turbine
48,T49,9318.77,5155.17,1.7,Turbine
49,T50,8513.72,5441.99,1.74,Turbine
50,T51,1425.4,2640.5,0.97,Turbine
51,T52,5538.1,7319.88,2.41,Turbine
52,T53,5412.08,7558.41,1.58,Turbine
53,T54,2769.18,5324.85,2.85,Turbine
54,T55,5401.93,8374.95,1.5,Turbine
55,T56,4681.05,7886.15,1.94,Turbine
56,T57,10213.7,2406.86,2.99,Turbine
57,T58,7255.95,4143.91,0.58,Turbine
58,T59,7142.46,5805.73,1.33,Turbine
59,T60,2142.01,7955.34,1.14,Turbine
60,T61,5918.81,7550.25,1.19,Turbine
61,T62,8481.18,6029.28,1.48,Turbine
62,T63,1911.85,2087.05,1.26,Turbine
63,T64,2135.95,9243.66,1.77,Turbine
64,T65,1214.48,2013.46,0.8,Turbine
65,T66,2977.77,6645.27,2.68,Turbine
66,T67,1488.26,2374.46,2.78,Turbine
67,T68,10010.41,3371.86,1.46,Turbine
68,T69,10693.6,3270.58,2.42,Turbine
69,T70,2526.78,9015.05,2.74,Turbine
70,T71,8384.71,3690.28,2.83,Turbine
71,T72,11580.45,10877.37,2.56,Turbine
72,T73,7537.99,1324.77,2.49,Turbine
73,T74,10640.51,5813.95,2.43,Turbine
74,T75,1576.22,313.26,1.81,Turbine
75,T76,6269.75,6323.11,2.09,Turbine
76,T77,2393.96,10817.46,1.29,Turbine
77,T78,3960.21,8421.54,0.7,Turbine
78,T79,8082.63,10852.01,2.46,Turbine
79,T80,4497.17,1800.87,1.16,Turbine
80,T81,11950.16,5239.91,2.65,Turbine
81,T82,5892.05,8631.3,0.5,Turbine
82,T83,7377.86,1760.22,2.54,Turbine
83,T84,7325.28,11002.8,1.81,Turbine
84,T85,9235.33,6919.59,2.51,Turbine
85,T86,6011.63,749.15,2.04,Turbine
86,T87,1477.12,6094.42,0.8,Turbine
87,T88,6577.09,7593.13,1.08,Turbine
88,T89,6096.12,6933.77,1.31,Turbine
89,T90,5248.77,9327.36,2.69,Turbine
90,T91,11398.78,4733.83,2.45,Turbine
91,T92,1383.91,11729.5,1.8,Turbine
92,T93,2813.82,8447.55,1.37,Turbine
93,T94,2706.09,7957.73,2.31,Turbine
94,T95,9938.68,6983.81,2.6,Turbine
95,T96,1442.58,9161.63,2.43,Turbine
96,T97,6398.11,10052.05,1.42,Turbine
97,T98,1802.15,62.04,1.95,Turbine
98,T99,3881.48,6722.29,1.29,Turbine
99,T100,4464.15,9197.55,2.17,Turbine
100,S01,7333.41,2451.97,0.0,Substation
101,S02,10723.93,8584.48,0.0,Substation
102,S03,3561.73,9781.37,0.0,Substation
103,S04,3188.01,1853.94,0.0,Substation
104,S05,6487.27,800.58,0.0,Substation
105,S06,8978.31,7294.55,0.0,Substation
106,S07,7515.3,7617.2,0.0,Substation
107,S08,7465.09,8059.85,0.0,Substation
108,S09,10777.9,1184.98,0.0,Substation
109,S10,1887.08,4318.72,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
