Node,ID,X,Y,Demand,Kind
0,T01,7777.07,3523.43,1.42,Turbine
1,T02,8645.67,2975.17,1.68,Turbine
2,T03,8466.43,1649.89,1.53,Turbine
3,T04,10124.57,7057.33,2.99,Turbine
4,T05,5427.85,1194.41,2.56,Turbine
5,T06,7977.69,3989.45,0.63,Turbine
6,T07,8542.09,2667.78,1.46,Turbine
7,T08,4908.73,1252.91,2.05,Turbine
8,T09,7649.91,5288.83,1.99,Turbine
9,T10,7159.08,2645.99,1.42,Turbine
10,T11,8047.47,3103.26,0.61,Turbine
11,T12,4673.16,1790.5,1.68,Turbine
12,T13,7778.25,1941.01,1.08,Turbine
13,T14,11004.94,6920.78,1.32,Turbine
14,T15,9775.93,6296.85,1.32,Turbine
15,T16,8311.95,2495.57,1.2,Turbine
16,T17,8712.67,8943.2,2.57,Turbine
17,T18,8683.49,3976.43,0.73,Turbine
18,T19,5406.72,1738.64,2.42,Turbine
19,T20,10916.46,7587.49,0.95,Turbine
20,T21,8443.25,3169.84,0.54,Turbine
21,T22,9680.63,7554.25,1.61,Turbine
22,T23,7499.91,3867.01,2.11,Turbine
23,T24,8022.47,9690.03,1.88,Turbine
24,T25,7772.53,2765.09,1.39,Turbine
25,T26,3817.35,1807.66,0.77,Turbine
26,T27,1275.26,9076.89,2.83,Turbine
27,T28,9813.78,7042.89,1.69,Turbine
28,T29,10542.15,7398.73,2.93,Turbine
29,T30,7101.18,4100.57,1.92,Turbine
30,T31,9113.85,7446.75,2.85,Turbine
31,T32,11382.79,6833.63,0.99,Turbine
32,T33,10480.16,6783.95,2.32,Turbine
33,T34,4523.84,1193.44,2.65,Turbine
34,T35,8017.11,2706.64,2.25,Turbine
35,T36,9784.71,6764.41,2.07,Turbine
36,T37,11117.37,6500.2,2.87,Turbine
37,T38,7041.92,2337.14,1.09,Turbine
38,T39,9248.87,9678.72,2.39,Turbine
39,T40,8942.0,9609.48,1.75,Turbine
40,T41,8334.76,2900.55,1.9,Turbine
41,T42,8846.0,10054.86,0.95,Turbine
42,T43,9046.1,6622.52,0.66,Turbine
43,T44,8062.57,4898.94,0.99,Turbine
44,T45,9365.48,9417.93,1.41,Turbine
45,T46,8115.86,3451.7,1.1,Turbine
46,T47,10779.8,6305.79,1.04,Turbine
47,T48,4400.65,1490.11,2.42,Turbine
48,T49,8677.93,9367.87,1.19,Turbine
49,T50,7732.67,4101.18,2.71,Turbine
50,T51,7556.0,2187.9,2.33,Turbine
51,T52,9321.72,2434.28,2.85,Turbine
52,T53,4396.5,2038.99,1.93,Turbine
53,T54,9237.26,6091.69,2.76,Turbine
54,T55,5141.71,1115.73,2.62,Turbine
55,T56,3562.35,1762.19,2.54,Turbine
56,T57,7854.54,4748.57,2.77,Turbine
57,T58,5073.59,1745.17,0.72,Turbine
58,T59,1593.7,8655.3,1.01,Turbine
59,T60,8556.53,1942.8,2.4,Turbine
60,T61,7537.77,3163.89,2.77,Turbine
61,T62,8822.31,4419.7,2.15,Turbine
62,T63,8159.55,1975.74,0.81,Turbine
63,T64,3578.52,1377.52,2.42,Turbine
64,T65,9305.32,10193.03,0.98,Turbine
65,T66,1716.61,8333.28,0.58,Turbine
66,T67,10708.64,7010.69,2.91,Turbine
67,T68,10235.4,6693.15,2.84,Turbine
68,T69,9351.32,7361.92,0.89,Turbine
69,T70,543.33,10098.07,0.85,Turbine
70,T71,8577.31,6566.04,0.95,Turbine
71,T72,2943.87,33.48,2.41,Turbine
72,T73,8814.23,2093.68,1.07,Turbine
73,T74,6226.38,10672.72,1.63,Turbine
74,T75,2156.41,11878.87,2.55,Turbine
75,T76,1934.05,213.43,1.76,Turbine
76,T77,8370.46,1214.75,1.3,Turbine
77,T78,5357.3,4139.59,2.33,Turbine
78,T79,11511.76,1617.64,2.57,Turbine
79,T80,9721.73,2465.6,1.54,Turbine
80,T81,6868.94,8998.32,2.17,Turbine
81,T82,2693.59,9817.16,2.62,Turbine
82,T83,4022.15,10122.26,2.57,Turbine
83,T84,5331.22,3066.4,2.31,Turbine
84,T85,2283.14,5094.95,2.67,Turbine
85,T86,1302.79,9045.36,1.83,Turbine
86,T87,9353.74,1658.27,2.89,Turbine
87,T88,10807.54,9656.37,1.57,Turbine
88,T89,5526.78,5218.07,1.99,Turbine
89,T90,708.55,4372.75,0.9,Turbine
90,T91,10679.82,4243.64,2.67,Turbine
91,T92,10378.79,2518.64,1.47,Turbine
92,T93,8160.96,8018.99,2.01,Turbine
93,T94,6736.91,10369.15,2.21,Turbine
94,T95,2647.36,4453.2,2.66,Turbine
95,T96,6483.59,3778.55,2.46,Turbine
96,T97,1874.33,5337.77,2.74,Turbine
97,T98,6004.16,1985.21,2.81,Turbine
98,T99,8254.43,6728.53,2.79,Turbine
99,T100,1198.53,5585.75,1.05,Turbine
100,S01,11016.3,80.47,0.0,Substation
101,S02,4779.8,5441.8,0.0,Substation
102,S03,3693.34,524.65,0.0,Substation
103,S04,6011.19,7025.75,0.0,Substation
104,S05,6589.86,7992.9,0.0,Substation
105,S06,4268.32,10237.67,0.0,Substation
106,S07,4390.97,4880.33,0.0,Substation
107,S08,2819.11,8233.14,0.0,Substation
108,S09,5770.64,9467.69,0.0,Substation
109,S10,11347.01,1428.16,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
