Node,ID,X,Y,Demand,Kind
0,T01,951.55,4045.02,2.39,Turbine
1,T02,1616.91,4299.34,0.54,Turbine
2,T03,989.06,8537.36,2.9,Turbine
3,T04,7099.38,3844.03,0.96,Turbine
4,T05,7291.13,5510.83,1.4,Turbine
5,T06,7880.5,6324.0,1.42,Turbine
6,T07,6941.87,7091.14,1.57,Turbine
7,T08,6098.33,3734.19,0.61,Turbine
8,T09,4976.78,6171.42,2.44,Turbine
9,T10,6758.04,2476.8,0.67,Turbine
10,T11,7536.78,4157.07,1.02,Turbine
11,T12,6534.98,3707.05,1.72,Turbine
12,T13,9487.14,10170.73,2.36,Turbine
13,T14,7309.74,6422.86,1.75,Turbine
14,T15,7135.91,3357.45,1.97,Turbine
15,T16,5169.88,5685.13,1.81,Turbine
16,T17,2040.2,7839.24,1.71,Turbine
17,T18,1284.46,8887.95,1.38,Turbine
18,T19,7471.4,5833.87,0.63,Turbine
19,T20,4878.97,5841.91,1.47,Turbine
20,T21,6309.8,2428.83,2.63,Turbine
21,T22,4913.51,8291.31,1.09,Turbine
22,T23,6150.66,9187.44,2.51,Turbine
23,T24,1309.91,9279.91,2.3,Turbine
24,T25,6591.46,5447.9,2.54,Turbine
25,T26,6323.26,7653.67,1.52,Turbine
26,T27,5480.99,5807.4,1.55,Turbine
27,T28,6862.71,5541.81,0.97,Turbine
28,T29,10373.46,10957.38,1.28,Turbine
29,T30,662.07,4182.81,1.72,Turbine
30,T31,1218.7,4213.26,2.94,Turbine
31,T32,10389.36,10325.27,2.58,Turbine
32,T33,4701.03,6105.88,1.81,Turbine
33,T34,1808.67,1459.26,0.57,Turbine
34,T35,7099.4,2991.56,1.59,Turbine
35,T36,1607.97,1275.42,0.89,Turbine
36,T37,10907.64,10129.12,0.58,Turbine
37,T38,7189.1,7243.49,2.73,Turbine
38,T39,1424.83,3658.02,1.92,Turbine
39,T40,6913.42,4347.69,0.55,Turbine
40,T41,6776.37,3512.73,2.89,Turbine
41,T42,564.44,8075.6,2.21,Turbine
42,T43,6715.86,2758.95,2.29,Turbine
43,T44,4584.84,5653.93,1.68,Turbine
44,T45,9759.65,9311.28,0.9,Turbine
45,T46,1284.56,3891.28,1.41,Turbine
46,T47,1414.29,7449.98,1.16,Turbine
47,T48,2128.55,1842.06,1.89,Turbine
48,T49,1298.73,6292.2,2.45,Turbine
49,T50,5505.92,6450.41,2.89,Turbine
50,T51,6331.14,2801.03,0.99,Turbine
51,T52,5922.27,7663.27,2.93,Turbine
52,T53,1551.0,9435.08,1.24,Turbine
53,T54,820.39,8868.67,1.66,Turbine
54,T55,10249.96,9275.39,2.24,Turbine
55,T56,7845.45,6009.25,0.86,Turbine
56,T57,900.86,5149.05,2.3,Turbine
57,T58,4294.79,4351.48,0.67,Turbine
58,T59,1558.07,8119.68,0.91,Turbine
59,T60,693.25,4665.43,2.18,Turbine
60,T61,2117.48,7331.43,2.73,Turbine
61,T62,1290.3,1612.21,1.07,Turbine
62,T63,11130.73,9010.41,1.18,Turbine
63,T64,9967.87,8164.66,1.74,Turbine
64,T65,6188.16,8355.7,2.1,Turbine
65,T66,10043.15,10245.64,1.12,Turbine
66,T67,7448.23,7015.13,1.34,Turbine
67,T68,6880.36,4039.77,1.32,Turbine
68,T69,1082.69,6729.11,1.03,Turbine
69,T70,1379.56,4801.52,1.75,Turbine
70,T71,7536.16,9290.57,0.84,Turbine
71,T72,10059.84,3067.5,2.7,Turbine
72,T73,8676.39,733.52,0.97,Turbine
73,T74,6628.94,7940.95,2.04,Turbine
74,T75,6285.15,3675.48,1.62,Turbine
75,T76,4253.18,5256.21,2.84,Turbine
76,T77,691.87,10428.96,2.44,Turbine
77,T78,10658.16,6799.44,2.73,Turbine
78,T79,983.6,6263.71,0.6,Turbine
79,T80,2746.5,11032.36,0.65,Turbine
80,T81,5908.08,3072.74,2.38,Turbine
81,T82,2737.63,46.31,2.34,Turbine
82,T83,5609.95,2902.17,1.97,Turbine
83,T84,11443.88,9599.74,2.19,Turbine
84,T85,9759.28,3567.59,2.39,Turbine
85,T86,3108.7,11444.66,1.68,Turbine
86,T87,7235.09,2193.99,2.32,Turbine
87,T88,3880.26,7250.25,1.01,Turbine
88,T89,1955.63,5805.19,2.7,Turbine
89,T90,1769.31,11363.49,2.72,Turbine
90,T91,8800.23,7913.24,0.51,Turbine
91,T92,3281.17,665.92,2.08,Turbine
92,T93,11925.7,75.04,2.22,Turbine
93,T94,10390.91,2800.35,0.82,Turbine
94,T95,10694.11,3367.12,1.42,Turbine
95,T96,11678.28,3581.56,0.64,Turbine
96,T97,11427.78,4828.09,2.07,Turbine
97,T98,119.7,2199.04,2.05,Turbine
98,T99,5425.71,765.92,2.55,Turbine
99,T100,3874.98,8052.23,2.37,Turbine
100,S01,5858.78,790.63,0.0,Substation
101,S02,11710.76,1342.48,0.0,Substation
102,S03,10365.95,9919.88,0.0,Substation
103,S04,9042.99,5907.75,0.0,Substation
104,S05,144.32,840.26,0.0,Substation
105,S06,11408.58,6363.34,0.0,Substation
106,S07,3069.54,7644.88,0.0,Substation
107,S08,4726.85,1803.0,0.0,Substation
108,S09,7518.14,3608.89,0.0,Substation
109,S10,3503.45,5273.22,0.0,Substation
num_vessels,6
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
