Node,ID,X,Y,Demand,Kind
0,T01,986.55,6615.98,2.98,Turbine
1,T02,5676.89,7478.88,1.75,Turbine
2,T03,2047.51,6837.09,2.93,Turbine
3,T04,8705.64,9587.24,1.51,Turbine
4,T05,4819.04,2425.73,0.82,Turbine
5,T06,2086.17,1764.32,1.23,Turbine
6,T07,4493.45,9074.63,3.0,Turbine
7,T08,4162.03,1712.57,2.44,Turbine
8,T09,4811.1,10358.27,2.39,Turbine
9,T10,1512.89,799.09,2.89,Turbine
10,T11,5948.43,6087.63,1.44,Turbine
11,T12,5408.13,6899.21,0.62,Turbine
12,T13,5985.45,9740.88,1.79,Turbine
13,T14,9537.01,9752.79,1.4,Turbine
14,T15,9480.77,3492.91,0.53,Turbine
15,T16,6307.07,9681.92,0.6,Turbine
16,T17,6736.09,10844.74,2.78,Turbine
17,T18,2347.3,6219.16,1.69,Turbine
18,T19,6063.56,6395.1,2.68,Turbine
19,T20,1481.24,1406.74,0.74,Turbine
20,T21,1391.95,1697.12,2.44,Turbine
21,T22,4554.14,1827.46,2.03,Turbine
22,T23,5807.67,9208.98,2.29,Turbine
23,T24,826.55,7785.51,2.52,Turbine
24,T25,10162.77,3816.89,1.46,Turbine
25,T26,1792.56,6829.37,1.72,Turbine
26,T27,2476.4,2396.32,0.63,Turbine
27,T28,7265.1,10033.49,1.99,Turbine
28,T29,1314.51,9877.58,0.54,Turbine
29,T30,6733.28,8832.12,1.27,Turbine
30,T31,2617.96,9962.74,1.59,Turbine
31,T32,2689.9,434.32,0.89,Turbine
32,T33,4193.71,8852.98,0.67,Turbine
33,T34,3967.72,2386.54,2.09,Turbine
34,T35,2743.75,10241.63,1.11,Turbine
35,T36,8055.65,3437.16,2.18,Turbine
36,T37,4271.26,9727.22,1.42,Turbine
37,T38,4680.06,9769.19,1.38,Turbine
38,T39,2594.61,9417.86,1.29,Turbine
39,T40,9038.59,3698.76,1.38,Turbine
40,T41,500.76,6060.2,2.74,Turbine
41,T42,1845.57,6548.54,2.89,Turbine
42,T43,4452.14,2174.18,2.91,Turbine
43,T44,2118.05,1207.84,0.59,Turbine
44,T45,9461.36,3965.17,1.96,Turbine
45,T46,9670.65,4251.96,1.19,Turbine
46,T47,8957.17,10429.81,1.4,Turbine
47,T48,2669.56,2078.58,1.67,Turbine
48,T49,6456.93,6788.08,1.06,Turbine
49,T50,7642.24,3113.98,2.75,Turbine
50,T51,5821.19,1734.59,2.96,Turbine
51,T52,4100.94,9332.47,1.95,Turbine
52,T53,8748.06,3417.37,1.45,Turbine
53,T54,5228.27,9012.34,0.86,Turbine
54,T55,9469.94,4426.52,2.9,Turbine
55,T56,7926.31,10152.87,2.16,Turbine
56,T57,8212.63,9721.07,1.96,Turbine
57,T58,2190.94,7838.53,0.94,Turbine
58,T59,9459.1,9278.9,2.71,Turbine
59,T60,2025.66,2092.9,1.33,Turbine
60,T61,1602.84,6666.53,1.2,Turbine
61,T62,6708.66,9176.61,1.12,Turbine
62,T63,2067.37,8389.23,0.69,Turbine
63,T64,5679.67,10019.43,2.16,Turbine
64,T65,4950.97,6394.27,1.22,Turbine
65,T66,9182.17,9047.68,0.77,Turbine
66,T67,5455.39,1984.77,2.36,Turbine
67,T68,6296.78,9980.86,1.59,Turbine
68,T69,1814.96,1143.01,1.12,Turbine
69,T70,2886.56,10540.21,0.89,Turbine
70,T71,10621.37,4453.7,2.18,Turbine
71,T72,1061.74,1873.58,1.73,Turbine
72,T73,11017.52,712.4,2.73,Turbine
73,T74,4798.3,9029.7,2.76,Turbine
74,T75,6715.11,9077.64,1.1,Turbine
75,T76,7656.03,2120.65,1.25,Turbine
76,T77,10545.27,8663.22,2.71,Turbine
77,T78,2837.35,5099.05,0.96,Turbine
78,T79,6607.32,1127.18,2.14,Turbine
79,T80,7940.08,9426.69,0.51,Turbine
80,T81,5893.88,8031.35,1.89,Turbine
81,T82,254.27,5246.45,0.59,Turbine
82,T83,9016.25,8781.1,0.92,Turbine
83,T84,5118.99,4567.71,2.63,Turbine
84,T85,8390.21,4715.51,0.86,Turbine
85,T86,5291.21,9039.3,3.0,Turbine
86,T87,4537.77,3467.9,2.57,Turbine
87,T88,8601.18,3482.92,2.62,Turbine
88,T89,4669.14,6184.19,0.56,Turbine
89,T90,5254.53,3253.38,2.76,Turbine
90,T91,362.26,11489.68,2.3,Turbine
91,T92,2382.4,2190.71,1.81,Turbine
92,T93,5915.43,11478.76,1.96,Turbine
93,T94,238.22,11912.63,1.26,Turbine
94,T95,10232.2,11905.98,2.17,Turbine
95,T96,7499.47,5305.52,0.87,Turbine
96,T97,934.73,2251.99,2.98,Turbine
97,T98,2879.75,8849.85,2.78,Turbine
98,T99,8641.8,11211.19,0.84,Turbine
99,T100,5454.32,8590.78,1.59,Turbine
100,S01,1347.85,6725.52,0.0,Substation
101,S02,5653.37,11359.08,0.0,Substation
102,S03,4021.45,2929.16,0.0,Substation
103,S04,10334.06,8031.11,0.0,Substation
104,S05,1786.75,5506.08,0.0,Substation
105,S06,10369.01,4449.24,0.0,Substation
106,S07,3096.59,9295.47,0.0,Substation
107,S08,1891.26,4111.55,0.0,Substation
108,S09,8131.6,4509.06,0.0,Substation
109,S10,279.76,2018.99,0.0,Substation
num_vessels,6
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
