Node,ID,X,Y,Demand,Kind
0,T01,5285.22,7668.06,2.04,Turbine
1,T02,4559.36,7929.22,1.4,Turbine
2,T03,7387.97,1389.69,2.76,Turbine
3,T04,3247.57,2273.26,2.83,Turbine
4,T05,4210.25,3732.66,0.86,Turbine
5,T06,7834.23,1424.08,1.77,Turbine
6,T07,9997.39,4969.65,0.62,Turbine
7,T08,1719.82,7420.71,0.84,Turbine
8,T09,2805.92,2590.01,1.99,Turbine
9,T10,3069.13,3643.15,1.96,Turbine
10,T11,10339.08,6097.62,2.07,Turbine
11,T12,5668.48,3047.78,1.53,Turbine
12,T13,9374.7,7813.39,1.86,Turbine
13,T14,479.33,6932.37,1.42,Turbine
14,T15,4181.81,2944.81,1.93,Turbine
15,T16,5458.02,8475.26,2.17,Turbine
16,T17,8181.88,1935.99,1.98,Turbine
17,T18,9014.76,8263.5,1.03,Turbine
18,T19,8535.8,7432.96,0.85,Turbine
19,T20,5400.06,3199.46,1.09,Turbine
20,T21,8560.54,3042.1,0.72,Turbine
21,T22,7077.31,1600.23,2.94,Turbine
22,T23,9886.72,10971.48,0.87,Turbine
23,T24,8113.64,1212.09,1.49,Turbine
24,T25,5164.61,2704.29,2.56,Turbine
25,T26,4254.84,2487.71,1.24,Turbine
26,T27,3372.68,2693.04,1.67,Turbine
27,T28,6436.3,3504.71,2.02,Turbine
28,T29,7486.14,985.05,2.45,Turbine
29,T30,5804.83,4138.62,1.92,Turbine
30,T31,8435.86,1711.74,1.76,Turbine
31,T32,5482.55,8743.79,1.38,Turbine
32,T33,9054.99,8620.46,0.62,Turbine
33,T34,4930.64,8675.99,2.51,Turbine
34,T35,10535.91,4493.66,1.52,Turbine
35,T36,5780.93,3523.67,1.25,Turbine
36,T37,10396.06,11779.05,2.86,Turbine
37,T38,5110.31,3202.17,0.84,Turbine
38,T39,1264.71,6763.49,1.2,Turbine
39,T40,3177.1,3192.66,1.92,Turbine
40,T41,9366.77,7407.16,0.65,Turbine
41,T42,8945.87,6980.19,2.15,Turbine
42,T43,1542.16,6212.65,1.56,Turbine
43,T44,8004.59,7756.21,1.64,Turbine
44,T45,1128.67,6458.74,1.1,Turbine
45,T46,264.81,7790.48,1.82,Turbine
46,T47,3689.65,3451.07,0.85,Turbine
47,T48,3823.67,2387.5,2.74,Turbine
48,T49,10250.31,4652.14,0.77,Turbine
49,T50,3901.84,2990.66,1.04,Turbine
50,T51,2115.87,7201.04,2.91,Turbine
51,T52,8806.47,7914.47,1.45,Turbine
52,T53,8418.67,771.7,1.31,Turbine
53,T54,6119.56,3007.68,1.62,Turbine
54,T55,4426.73,4054.08,2.95,Turbine
55,T56,3072.93,2559.29,2.68,Turbine
56,T57,8501.93,1288.16,2.51,Turbine
57,T58,11532.39,5059.1,2.65,Turbine
58,T59,4611.64,3481.52,1.65,Turbine
59,T60,340.85,6722.79,0.52,Turbine
60,T61,8172.03,2305.31,0.67,Turbine
61,T62,10151.1,11552.36,0.71,Turbine
62,T63,949.88,6803.8,0.92,Turbine
63,T64,9640.76,4946.1,2.74,Turbine
64,T65,3430.36,1743.56,2.38,Turbine
65,T66,7945.86,383.39,2.87,Turbine
66,T67,9154.85,5320.89,0.98,Turbine
67,T68,8318.41,7742.33,2.86,Turbine
68,T69,747.38,6639.14,0.68,Turbine
69,T70,8501.14,6874.07,2.94,Turbine
70,T71,1195.18,6107.0,1.57,Turbine
71,T72,10487.61,10874.98,2.97,Turbine
72,T73,9949.7,11335.01,1.25,Turbine
73,T74,4658.75,1730.14,2.18,Turbine
74,T75,7780.62,1934.57,0.67,Turbine
75,T76,7991.92,2478.94,1.82,Turbine
76,T77,5492.07,7891.63,2.56,Turbine
77,T78,10938.46,11096.0,1.23,Turbine
78,T79,10431.84,11474.93,0.97,Turbine
79,T80,8850.49,7502.39,2.19,Turbine
80,T81,10075.14,5517.99,1.25,Turbine
81,T82,1286.5,7366.83,2.38,Turbine
82,T83,8049.09,6983.73,0.6,Turbine
83,T84,11315.25,11235.67,3.0,Turbine
84,T85,5083.07,3898.88,1.5,Turbine
85,T86,4779.97,2772.68,0.98,Turbine
86,T87,1614.77,6956.08,1.26,Turbine
87,T88,10116.04,10670.86,1.59,Turbine
88,T89,10045.77,5262.15,0.63,Turbine
89,T90,7932.97,991.15,0.82,Turbine
90,T91,4949.58,2014.37,0.54,Turbine
91,T92,3479.22,2026.84,1.56,Turbine
92,T93,7308.37,2383.75,0.72,Turbine
93,T94,9468.17,7028.59,1.51,Turbine
94,T95,5999.13,7989.68,1.92,Turbine
95,T96,7648.95,2268.89,2.66,Turbine
96,T97,3424.31,3414.85,1.01,Turbine
97,T98,4659.71,7059.19,1.79,Turbine
98,T99,3342.54,2950.81,2.03,Turbine
99,T100,5933.88,3265.22,1.16,Turbine
100,S01,7553.67,6613.47,0.0,Substation
101,S02,5846.63,9906.68,0.0,Substation
102,S03,9722.81,4163.76,0.0,Substation
103,S04,8324.64,5742.5,0.0,Substation
104,S05,1372.82,4799.77,0.0,Substation
105,S06,292.75,7148.81,0.0,Substation
106,S07,3714.92,7657.24,0.0,Substation
107,S08,7079.48,9255.21,0.0,Substation
108,S09,8984.91,4890.4,0.0,Substation
109,S10,8986.75,9783.68,0.0,Substation
num_vessels,10
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,5
