Node,ID,X,Y,Demand,Kind
0,T01,7879.97,3622.91,0.83,Turbine
1,T02,1928.74,10541.74,1.78,Turbine
2,T03,7118.73,4571.51,0.99,Turbine
3,T04,7913.32,4311.12,0.77,Turbine
4,T05,2538.67,8739.89,2.75,Turbine
5,T06,2143.94,9259.88,1.56,Turbine
6,T07,3094.85,3196.82,2.06,Turbine
7,T08,8905.46,4118.85,0.98,Turbine
8,T09,7904.46,2826.53,0.54,Turbine
9,T10,8562.12,3232.26,1.13,Turbine
10,T11,8649.26,3908.16,1.67,Turbine
11,T12,3577.38,3693.91,2.56,Turbine
12,T13,7362.3,8920.66,2.51,Turbine
13,T14,3762.36,10179.1,1.5,Turbine
14,T15,8481.66,8294.14,1.94,Turbine
15,T16,6043.37,5748.5,2.32,Turbine
16,T17,2971.0,8905.34,2.52,Turbine
17,T18,3257.57,3493.16,0.51,Turbine
18,T19,3553.88,9177.92,2.61,Turbine
19,T20,8741.73,3630.99,2.08,Turbine
20,T21,3560.81,2913.91,1.42,Turbine
21,T22,2735.3,9478.45,2.51,Turbine
22,T23,2480.38,10275.36,1.55,Turbine
23,T24,3153.77,10232.78,2.74,Turbine
24,T25,3516.34,10322.44,2.33,Turbine
25,T26,3851.54,11512.76,1.39,Turbine
26,T27,2496.61,9645.27,2.62,Turbine
27,T28,3707.14,9760.3,0.71,Turbine
28,T29,2860.0,9939.76,2.4,Turbine
29,T30,3214.94,11325.0,2.86,Turbine
30,T31,3400.92,3938.07,1.81,Turbine
31,T32,2809.05,2906.33,0.73,Turbine
32,T33,7551.46,8014.3,0.78,Turbine
33,T34,2554.17,9021.29,1.6,Turbine
34,T35,2875.49,3808.76,1.08,Turbine
35,T36,4055.56,9715.22,1.51,Turbine
36,T37,3025.88,10903.35,0.6,Turbine
37,T38,2625.78,3968.37,1.02,Turbine
38,T39,8218.02,3418.94,2.48,Turbine
39,T40,2787.68,10517.15,2.64,Turbine
40,T41,2823.29,11173.16,2.72,Turbine
41,T42,3425.94,10747.33,2.78,Turbine
42,T43,8963.32,3056.32,1.03,Turbine
43,T44,8668.53,9724.91,0.64,Turbine
44,T45,2181.39,10050.71,2.17,Turbine
45,T46,3292.5,4195.19,1.11,Turbine
46,T47,6680.22,4617.41,0.81,Turbine
47,T48,7569.58,3991.97,2.9,Turbine
48,T49,9243.29,2888.46,2.97,Turbine
49,T50,7564.0,3354.97,0.68,Turbine
50,T51,6087.58,4953.36,1.74,Turbine
51,T52,8786.84,5055.88,2.4,Turbine
52,T53,6898.44,5275.9,2.08,Turbine
53,T54,6502.59,4268.86,1.69,Turbine
54,T55,6181.82,4524.18,1.03,Turbine
55,T56,5526.03,5512.65,1.05,Turbine
56,T57,5971.21,5216.69,2.04,Turbine
57,T58,8450.78,2877.35,1.13,Turbine
58,T59,9263.47,3557.2,1.94,Turbine
59,T60,3736.89,10450.38,1.97,Turbine
60,T61,4090.03,10005.49,0.67,Turbine
61,T62,4982.31,4842.13,1.43,Turbine
62,T63,4629.65,5267.04,2.95,Turbine
63,T64,8001.03,8640.2,1.98,Turbine
64,T65,7771.04,8434.22,2.63,Turbine
65,T66,2027.82,8696.18,0.98,Turbine
66,T67,1645.0,9187.8,3.0,Turbine
67,T68,8955.36,8466.28,0.85,Turbine
68,T69,8625.78,2126.57,2.32,Turbine
69,T70,8044.37,3109.29,2.71,Turbine
70,T71,7965.56,7762.91,0.84,Turbine
71,T72,6281.77,4081.26,1.3,Turbine
72,T73,4961.97,5568.85,2.64,Turbine
73,T74,3396.24,9927.23,1.76,Turbine
74,T75,578.34,9371.18,1.17,Turbine
75,T76,3765.85,3527.56,2.77,Turbine
76,T77,3323.37,2788.94,0.57,Turbine
77,T78,8343.43,8626.62,1.43,Turbine
78,T79,6426.44,5497.2,0.59,Turbine
79,T80,5687.47,5021.56,1.66,Turbine
80,T81,3280.17,8894.14,2.18,Turbine
81,T82,7878.16,3919.65,2.91,Turbine
82,T83,2072.03,11001.84,1.57,Turbine
83,T84,6269.23,3450.45,1.78,Turbine
84,T85,6274.83,5195.08,2.05,Turbine
85,T86,1803.78,9501.53,1.27,Turbine
86,T87,1096.6,9971.33,1.68,Turbine
87,T88,6789.97,5014.81,2.27,Turbine
88,T89,4393.04,3346.4,1.78,Turbine
89,T90,8753.68,9372.77,2.6,Turbine
90,T91,5768.41,4501.53,1.84,Turbine
91,T92,2147.4,9531.66,1.59,Turbine
92,T93,3966.47,10595.9,2.94,Turbine
93,T94,4885.08,4593.98,0.63,Turbine
94,T95,8739.03,8004.53,2.11,Turbine
95,T96,7377.79,3025.79,2.14,Turbine
96,T97,6883.84,2877.59,0.54,Turbine
97,T98,4219.84,2813.6,1.99,Turbine
98,T99,8453.41,8991.11,1.83,Turbine
99,T100,5810.98,5538.03,1.56,Turbine
100,S01,1288.1,4282.67,0.0,Substation
101,S02,4047.95,7268.86,0.0,Substation
102,S03,7226.78,2292.04,0.0,Substation
103,S04,7160.02,8675.45,0.0,Substation
104,S05,893.0,6448.37,0.0,Substation
105,S06,3527.4,5095.69,0.0,Substation
106,S07,6797.95,2570.97,0.0,Substation
107,S08,4950.16,10396.71,0.0,Substation
num_vessels,10
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
