Node,ID,X,Y,Demand,Kind
0,T01,9964.08,6734.0,2.99,Turbine
1,T02,2684.41,5386.37,1.18,Turbine
2,T03,7837.86,1562.12,0.75,Turbine
3,T04,4899.04,8167.08,2.64,Turbine
4,T05,9262.03,5066.59,1.29,Turbine
5,T06,10248.96,5795.63,0.52,Turbine
6,T07,1306.55,3038.92,0.71,Turbine
7,T08,2752.61,4207.55,1.74,Turbine
8,T09,8263.03,2580.58,0.57,Turbine
9,T10,2921.86,4014.61,1.79,Turbine
10,T11,4862.74,7295.57,2.68,Turbine
11,T12,9433.15,4307.36,2.67,Turbine
12,T13,9793.97,5231.13,2.3,Turbine
13,T14,10914.82,6350.81,2.25,Turbine
14,T15,8343.0,4591.13,0.72,Turbine
15,T16,8779.59,1694.99,1.35,Turbine
16,T17,10835.37,3609.22,2.95,Turbine
17,T18,4888.62,6705.62,2.07,Turbine
18,T19,2544.71,4618.14,2.32,Turbine
19,T20,8052.88,1997.69,1.37,Turbine
20,T21,4437.62,7825.67,2.53,Turbine
21,T22,2001.96,2800.71,0.58,Turbine
22,T23,9564.02,1578.65,1.74,Turbine
23,T24,3358.95,3685.5,2.19,Turbine
24,T25,9016.62,5581.33,1.58,Turbine
25,T26,10216.0,1115.46,2.22,Turbine
26,T27,6063.26,6524.14,1.47,Turbine
27,T28,8449.92,1599.47,1.77,Turbine
28,T29,10344.65,1422.77,1.43,Turbine
29,T30,980.46,3254.2,1.72,Turbine
30,T31,10815.28,3103.7,2.48,Turbine
31,T32,10393.78,3523.19,0.75,Turbine
32,T33,4511.24,7265.1,2.79,Turbine
33,T34,5025.26,6988.14,0.7,Turbine
34,T35,9194.32,1294.5,2.05,Turbine
35,T36,3583.57,3366.82,1.64,Turbine
36,T37,10885.39,6731.52,0.83,Turbine
37,T38,1960.88,4790.43,1.18,Turbine
38,T39,11056.8,6121.53,1.87,Turbine
39,T40,1673.89,3179.71,2.24,Turbine
40,T41,9403.21,5445.84,2.16,Turbine
41,T42,3880.8,7939.25,1.16,Turbine
42,T43,671.18,2220.63,1.51,Turbine
43,T44,3551.18,6632.82,1.6,Turbine
44,T45,8942.11,5078.22,0.63,Turbine
45,T46,4739.03,7593.92,2.91,Turbine
46,T47,5594.74,7294.28,2.77,Turbine
47,T48,7469.85,1946.65,0.5,Turbine
48,T49,10848.97,5408.04,2.33,Turbine
49,T50,9851.1,4070.33,2.18,Turbine
50,T51,2543.75,5750.1,2.89,Turbine
51,T52,10125.39,6437.48,1.87,Turbine
52,T53,5475.2,6328.08,1.04,Turbine
53,T54,11196.05,3832.73,1.33,Turbine
54,T55,3613.39,3684.31,1.75,Turbine
55,T56,6840.25,2909.04,2.97,Turbine
56,T57,11038.5,3291.38,2.51,Turbine
57,T58,3881.46,3568.29,2.85,Turbine
58,T59,9569.84,1312.62,1.57,Turbine
59,T60,2794.96,5054.86,2.42,Turbine
60,T61,990.7,2949.12,1.8,Turbine
61,T62,7961.27,2427.09,1.73,Turbine
62,T63,9656.52,4885.01,1.72,Turbine
63,T64,929.85,6042.45,1.61,Turbine
64,T65,1790.57,5464.27,1.96,Turbine
65,T66,7690.42,1280.96,1.33,Turbine
66,T67,10376.88,4195.99,1.7,Turbine
67,T68,11131.32,7173.85,1.17,Turbine
68,T69,9544.21,1029.79,1.9,Turbine
69,T70,4144.12,6860.46,2.97,Turbine
70,T71,7962.93,3057.78,0.52,Turbine
71,T72,4850.49,10806.53,0.7,Turbine
72,T73,8192.2,1023.78,2.72,Turbine
73,T74,5900.39,1405.29,1.19,Turbine
74,T75,11833.31,3338.1,1.07,Turbine
75,T76,1343.68,4658.79,2.48,Turbine
76,T77,5046.91,4594.02,1.64,Turbine
77,T78,9362.27,5197.54,1.94,Turbine
78,T79,9950.27,7502.11,1.11,Turbine
79,T80,6361.91,4184.01,2.73,Turbine
80,T81,11798.76,6949.16,1.42,Turbine
81,T82,9637.63,8151.02,1.36,Turbine
82,T83,1496.54,3663.98,2.63,Turbine
83,T84,5889.83,4641.14,1.84,Turbine
84,T85,9420.26,10268.74,0.56,Turbine
85,T86,1881.23,161.99,1.64,Turbine
86,T87,816.48,9335.3,0.9,Turbine
87,T88,7145.44,6147.95,1.6,Turbine
88,T89,2313.97,3346.89,1.74,Turbine
89,T90,8269.41,5.81,1.64,Turbine
90,T91,4346.18,7743.26,0.71,Turbine
91,T92,9529.94,4609.49,1.2,Turbine
92,T93,1384.75,9242.64,1.14,Turbine
93,T94,4229.12,7144.23,2.96,Turbine
94,T95,1276.86,11458.32,2.52,Turbine
95,T96,4965.55,2782.11,1.53,Turbine
96,T97,1338.22,8860.77,0.78,Turbine
97,T98,2095.33,5793.96,0.71,Turbine
98,T99,4577.16,7841.96,2.58,Turbine
99,T100,8613.75,1330.75,0.97,Turbine
100,S01,1194.05,10225.74,0.0,Substation
101,S02,1375.77,5450.44,0.0,Substation
102,S03,11002.75,5729.47,0.0,Substation
103,S04,767.7,11253.3,0.0,Substation
104,S05,2757.48,9358.17,0.0,Substation
105,S06,10865.73,10373.53,0.0,Substation
106,S07,959.19,5661.53,0.0,Substation
107,S08,2692.31,10513.9,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
