Node,ID,X,Y,Demand,Kind
0,T01,9290.34,7353.2,2.28,Turbine
1,T02,9571.14,4050.24,0.98,Turbine
2,T03,9255.83,6742.6,2.73,Turbine
3,T04,9882.75,9586.03,1.15,Turbine
4,T05,3869.16,6410.86,1.91,Turbine
5,T06,9827.48,10731.21,1.14,Turbine
6,T07,4068.78,3491.79,2.07,Turbine
7,T08,9425.51,5711.79,2.12,Turbine
8,T09,10136.06,5970.08,2.13,Turbine
9,T10,4018.83,3058.9,2.67,Turbine
10,T11,8492.1,1638.49,1.55,Turbine
11,T12,4448.63,3579.56,2.65,Turbine
12,T13,7830.02,3683.92,0.97,Turbine
13,T14,1155.6,9945.09,2.8,Turbine
14,T15,5853.62,3713.6,2.79,Turbine
15,T16,3379.19,2929.12,0.56,Turbine
16,T17,1438.72,11115.29,1.97,Turbine
17,T18,5153.04,5947.3,1.55,Turbine
18,T19,9441.05,3411.46,2.16,Turbine
19,T20,8043.11,3027.2,1.85,Turbine
20,T21,3752.34,4042.58,1.41,Turbine
21,T22,1221.06,10366.13,1.27,Turbine
22,T23,6259.7,4583.72,2.16,Turbine
23,T24,3649.5,3540.44,1.58,Turbine
24,T25,10590.87,10744.71,1.43,Turbine
25,T26,4248.55,6579.13,2.5,Turbine
26,T27,9841.76,8767.96,2.75,Turbine
27,T28,9823.92,4423.05,2.35,Turbine
28,T29,1521.86,10489.58,2.99,Turbine
29,T30,4674.17,2800.16,1.04,Turbine
30,T31,5315.6,3648.7,2.78,Turbine
31,T32,10278.22,10070.72,2.94,Turbine
32,T33,11603.34,10378.83,2.82,Turbine
33,T34,10840.71,10371.07,2.99,Turbine
34,T35,9578.93,4696.67,2.31,Turbine
35,T36,10109.19,2965.16,2.65,Turbine
36,T37,10453.79,4506.07,2.7,Turbine
37,T38,1894.59,9196.49,1.54,Turbine
38,T39,9934.15,7746.18,2.7,Turbine
39,T40,10859.09,11346.45,2.67,Turbine
40,T41,3464.35,3174.32,2.28,Turbine
41,T42,8490.37,2219.64,2.19,Turbine
42,T43,8411.07,1966.27,0.92,Turbine
43,T44,10378.99,10416.71,2.87,Turbine
44,T45,10170.11,4345.01,2.63,Turbine
45,T46,9493.8,9621.66,2.14,Turbine
46,T47,9044.21,2764.41,2.62,Turbine
47,T48,3317.98,1823.54,2.35,Turbine
48,T49,3621.08,5960.63,1.43,Turbine
49,T50,4130.25,5428.26,0.64,Turbine
50,T51,2765.01,2542.31,2.52,Turbine
51,T52,9762.01,5171.69,0.9,Turbine
52,T53,10835.95,4793.03,2.25,Turbine
53,T54,5124.8,4294.72,1.98,Turbine
54,T55,8305.31,3288.18,2.88,Turbine
55,T56,9816.84,3520.19,2.08,Turbine
56,T57,3735.05,6954.97,1.53,Turbine
57,T58,4884.74,3815.51,0.51,Turbine
58,T59,8629.18,4103.48,1.96,Turbine
59,T60,9191.68,4741.32,2.2,Turbine
60,T61,8500.33,3121.8,1.73,Turbine
61,T62,2666.26,6606.2,2.97,Turbine
62,T63,10982.65,10617.07,2.57,Turbine
63,T64,9142.45,8402.09,0.61,Turbine
64,T65,9406.6,5074.88,2.75,Turbine
65,T66,11086.05,10115.29,0.66,Turbine
66,T67,7701.72,3307.44,2.2,Turbine
67,T68,5736.09,4246.6,1.1,Turbine
68,T69,3056.13,7289.89,2.4,Turbine
69,T70,4953.66,3017.92,1.59,Turbine
70,T71,3396.62,2496.14,2.09,Turbine
71,T72,10245.88,3975.32,2.72,Turbine
72,T73,4951.79,3528.65,2.17,Turbine
73,T74,10413.3,8656.55,1.13,Turbine
74,T75,9642.1,9249.02,2.07,Turbine
75,T76,10711.64,5953.06,2.69,Turbine
76,T77,10021.27,4901.29,1.39,Turbine
77,T78,10573.84,8432.4,2.46,Turbine
78,T79,10054.06,10346.46,1.69,Turbine
79,T80,5591.96,4651.33,1.57,Turbine
80,T81,8880.64,3799.03,2.92,Turbine
81,T82,1767.36,10098.41,2.92,Turbine
82,T83,9442.79,4446.97,2.68,Turbine
83,T84,3490.05,6675.19,2.44,Turbine
84,T85,1622.89,9538.16,2.0,Turbine
85,T86,4501.52,6922.09,1.29,Turbine
86,T87,9351.04,4191.29,1.03,Turbine
87,T88,3121.09,6882.57,1.25,Turbine
88,T89,2671.7,10501.11,2.29,Turbine
89,T90,6291.68,4271.68,1.26,Turbine
90,T91,10025.61,3828.62,0.62,Turbine
91,T92,3156.29,3096.62,2.98,Turbine
92,T93,10506.57,9910.13,0.86,Turbine
93,T94,709.51,9951.71,1.82,Turbine
94,T95,8653.05,2843.92,0.88,Turbine
95,T96,10290.82,10670.78,2.01,Turbine
96,T97,8584.76,3643.16,1.16,Turbine
97,T98,9199.71,8894.93,1.26,Turbine
98,T99,8749.26,3427.76,0.78,Turbine
99,T100,8879.12,2065.04,1.91,Turbine
100,S01,6131.13,4893.54,0.0,Substation
101,S02,9883.96,1686.72,0.0,Substation
102,S03,966.5,10270.96,0.0,Substation
103,S04,8324.18,5155.51,0.0,Substation
104,S05,2002.02,2837.99,0.0,Substation
105,S06,10644.84,4314.06,0.0,Substation
106,S07,7630.35,8612.59,0.0,Substation
107,S08,2405.42,10634.64,0.0,Substation
num_vessels,8
charge_capacity,341
velocity,5
consumption_rate,0.016
vessel_cost,1000
station_cost,10000
sailing_cost,0.1
num_time_windows,8
